,fire_id,fire_size,fire_cause,latitude,longitude,state,state_no,discovery_month,discovery_month_no,year,putout_time,Temp_pre_30,Temp_pre_15,Temp_pre_7,Wind_pre_30,Wind_pre_15,Wind_pre_7,Hum_pre_30,Hum_pre_15,Hum_pre_7,fire_size_bin,fire_size_bin_no,medium_plus
10,75,3.2,Utilities,45.0422716,-89.03498935,WI,43,Apr,4,1995,0,3.713043478,2.4625,1.84,5.752173912999999,7.3,9.32,66.91111111,79.75,78.2,Teacup,1,0
11,78,450.0,Utilities,34.33,-117.5130556,CA,5,Jul,7,2006,1,27.85048276,28.16509695,28.49940476,2.58,2.664542936,2.769642857,44.7062069,42.9833795,49.0,Medium,4,1
12,86,13.65,Debris Burning,32.28853889,-82.40083333,GA,8,Mar,3,2014,0,10.97154851,10.70697674,8.807539683,2.438199627,2.365860465,3.027380952,70.45740836,71.45977011,76.53301887,Mini,3,0
13,87,0.7,Accidental,34.9,-111.4333333,AZ,4,Jul,7,1992,9,21.73636364,18.58,19.63333333,4.227272727,3.68,3.566666667,49.36363636,58.0,43.66666667,Teacup,1,0
14,94,1.0,Debris Burning,35.06351,-93.35006,AR,3,Oct,10,2011,0,17.81246973,18.10641975,14.73988764,1.297578692,1.660246914,1.988202247,66.64366374,66.16243655,64.69662921,Teacup,1,0
15,95,4.0,Debris Burning,32.25136667,-82.91357222,GA,8,Jan,1,2015,0,8.147935035,8.484572491,8.01547619,1.737633411,1.7823420069999998,2.370833333,60.78588808,60.89057751,62.28686327,Teacup,1,0
16,97,9.94,Debris Burning,32.78947346,-84.84721729,GA,8,Feb,2,2011,0,9.430668127,11.39900498,16.46974359,2.727601314,2.445273632,2.281538462,68.88056206,60.87531172,66.01025641,Toy,2,0
17,98,26.0,Accidental,45.76867435,-116.3321016,ID,10,Aug,8,2012,0,21.5948324,21.20505618,20.58231707,0.564106145,0.538764045,0.513414634,58.11033520000001,57.84269663,59.5,Mini,3,0
18,102,10.66,Utilities,32.4929,-84.1167,GA,8,Apr,4,1993,0,12.84916667,14.95166667,14.57678571,3.94,3.794722222,4.010119048,66.63687151,66.33798883,69.81927711,Mini,3,0
19,111,3.4,Arson,34.9102,-85.4287,GA,8,Mar,3,2001,0,9.76573499,9.725373134,8.141935484,3.2640625,3.456465517,4.412962963,66.86682243,65.30751174,67.18055556,Teacup,1,0
20,114,2.0,Utilities,47.41333333,-94.49,MN,20,Mar,3,1998,0,-2.428571429,-4.907284768,-10.43478261,3.833282675,4.442715232,3.891304348,74.28658537,68.84333333,62.87681159,Teacup,1,0
21,119,2.0,Accidental,37.1575,-107.0202778,CO,6,Sep,9,2008,3,8.664914586,7.032212885,6.604060914,4.722141918999999,4.633613445,3.873857868,40.75965379,37.54297994,35.34010152,Teacup,1,0
22,124,1.0,Arson,34.8839,-98.2039,OK,32,Aug,8,2011,0,33.97345013,34.19567568,34.41666667,3.947843666,4.2013513510000005,3.982142857,37.33962264,37.63513514,36.39880952,Teacup,1,0
23,125,1.5,Arson,31.4636,-81.3551,GA,8,Jul,7,1996,0,28.18606061,29.04465409,28.92278481,3.3301538460000004,3.630128205,4.007594937,65.93290735,67.66013072,66.16883117,Teacup,1,0
24,126,15.0,Arson,34.80025167,-89.65493016,MS,22,May,5,1996,0,15.41722222,18.23555556,17.91666667,4.2986111110000005,4.309444444,4.4226190480000005,59.85915493,62.5,55.44444444,Mini,3,0
25,130,78.0,Arson,36.78186,-96.004014,OK,32,Dec,12,2013,0,0.269237833,0.3441340779999999,-2.034069401,2.04214876,2.018249534,1.700630915,77.41107185,80.88157895,88.90733591,Medium,4,1
26,131,3.0,Arson,33.2892,-110.4575,AZ,4,May,5,2006,0,24.38005502,26.35081967,27.86300578,4.2039889960000005,4.290163934,4.902312139,16.61019284,17.05737705,20.53179191,Teacup,1,0
27,142,1.0,Lightning,33.9848,-110.0857,AZ,4,Jul,7,1997,0,26.63636364,26.79,26.08510638,4.91010101,4.841,5.017021277,19.66161616,21.71,24.44680851,Teacup,1,0
28,146,1.0,Debris Burning,46.1144,-100.6923,ND,25,Apr,4,2001,0,-1.333333333,-0.153203343,-0.05988024,3.925558659,4.10027933,4.186144578,76.08645533,70.22126437,70.06289308,Teacup,1,0
29,148,3.0,Debris Burning,34.301426,-79.426903,SC,36,Mar,3,2014,0,9.462435838,10.21448468,10.03777336,3.178114792,2.811420613,2.676143141,65.43231899,68.19847328,67.94379391,Teacup,1,0
30,157,9.1,Accidental,29.1325,-81.62,FL,7,May,5,2015,0,23.9530451,25.38432836,26.05645161,2.731174278,2.619662921,2.93959596,72.50804829,74.23092170000001,73.06289308,Toy,2,0
31,165,17.9,Accidental,48.0443,-118.3853,WA,42,May,5,2001,0,12.35106383,14.43589744,12.16666667,2.196153846,3.0521739130000003,3.145454545,57.91025641,49.91304348,52.72727273,Mini,3,0
32,170,4.0,Arson,33.310308,-87.777564,AL,2,Apr,4,2008,0,16.58855886,17.43949045,17.02094241,3.472937294,3.234819533,3.713612565,66.75247525,70.84288747,62.62303665,Teacup,1,0
33,175,1.74,Utilities,42.82194189,-73.35379719,NY,30,Apr,4,2005,0,6.530284302,9.298050139,10.19047619,3.062917182,2.304178273,2.124404762,61.73507463,49.27323944,46.70238095,Teacup,1,0
34,187,1.5,Lightning,33.7319444,-109.026667,NM,28,Jul,7,2010,3,24.02811671,24.79572193,25.51436782,3.772413793,3.532352941,3.047126437,28.45949535,33.35294118,40.27011494,Teacup,1,0
35,192,1.0,Lightning,40.22861111,-120.6713889,CA,5,Jun,6,2006,1,11.74899058,13.26522327,15.78106509,1.548317631,1.4974289580000002,1.11035503,61.60083682,60.52248062,58.56089744,Teacup,1,0
36,193,10.0,Arson,32.51734167,-83.2437,GA,8,Dec,12,2013,0,11.56821378,12.44159544,8.580912863,2.082512893,1.915194682,1.846058091,70.15806662,76.58732612,70.85279188,Mini,3,0
37,197,3.06,Accidental,33.71,-84.2811,GA,8,Mar,3,1994,0,9.69099723,9.448476454,10.53571429,3.854155125,4.0457063710000005,3.469642857,59.47965116,55.69971671,59.16071429,Teacup,1,0
38,199,2.0,Debris Burning,42.9758,-108.9493,WY,45,Mar,3,2006,0,-4.752636719,1.062383178,3.549494949,2.566113281,3.0901869160000004,3.756060606,58.96285435,50.18501171,43.13131313,Teacup,1,0
39,204,1.0,Utilities,42.68452,-97.4667,NE,26,Apr,4,2015,0,8.176333022,10.69877243,9.272,5.272965388,5.712747875,5.5334,53.64546305,52.39376771,69.118,Teacup,1,0
40,206,1.03,Debris Burning,32.0471,-83.6526,GA,8,Jun,6,1996,0,23.80095579,24.28544153,25.23060109,2.394504182,2.167064439,2.142076503,75.06703146,76.92328042,76.35928144,Teacup,1,0
41,217,2.0,Arson,33.483334,-79.349998,SC,36,Nov,11,2012,0,16.65162542,15.49544073,14.90191388,1.436050461,1.732016211,2.959090909,66.92937123,64.49133858,68.04032258,Teacup,1,0
42,220,0.8,Debris Burning,32.45075,-82.61933333,GA,8,Dec,12,2014,0,11.23170732,11.6038961,7.799603175,1.898634146,1.474489796,1.818452381,71.51806491,72.87644342,67.85513078,Teacup,1,0
43,221,2.4,Arson,41.85472222,-77.70888889,PA,34,Apr,4,2003,0,5.052132701000001,7.632047478,6.834355828,4.87614534,5.031750742,5.726993865,67.19410745,60.76595745,71.43037975,Teacup,1,0
44,222,5.0,Accidental,31.55336502,-90.38181672,MS,22,Nov,11,2014,0,11.3474026,8.625231911,12.27435388,2.223886827,2.612801484,2.222266402,66.80668127,66.46703911,68.21428571,Toy,2,0
45,227,46.4,Arson,37.73305556,-91.075,MO,21,Mar,3,2012,0,4.907527881,7.051948052,8.305555556,3.316968852,3.796750232,4.527777778,64.06889952,54.50473485,46.87698413,Mini,3,0
46,230,1.0,Arson,30.3595,-84.8169,FL,7,Jun,6,2015,0,26.41514523,26.84,28.04398148,2.52195122,2.045196507,2.301869159,72.25556734,73.86681223,71.71495327,Teacup,1,0
47,232,76.0,Lightning,27.0042,-80.3196,FL,7,Jul,7,2015,0,25.88221884,25.90976331,25.728125,2.158599696,1.96735905,1.74984326,79.37366003,80.0044843,80.19242902,Medium,4,1
48,237,30.0,Utilities,34.197,-103.532,NM,28,Mar,3,2011,0,11.2238806,13.30769231,16.4,5.811940299,6.128205127999999,6.3875,28.17910448,23.03846154,22.725,Mini,3,0
49,251,15.0,Arson,30.54395234,-88.4540867,MS,22,Feb,2,1999,0,15.16744412,13.40283976,11.37323944,3.357240039,3.50811359,3.5300469480000003,77.15352697,72.42241379,74.15243902,Mini,3,0
50,261,5.0,Arson,35.34527778,-82.63527778,NC,24,May,5,2006,1,16.81509795,15.95551257,15.2327044,1.394457716,1.503288201,1.526205451,66.23065550000001,69.49512671,61.81341719,Toy,2,0
51,266,3.0,Accidental,43.255,-100.8376,SD,37,May,5,2002,0,8.912280702,6.94375,8.09047619,6.020350877,5.775,5.335714286,61.40078844,63.8175,64.56741573,Teacup,1,0
52,276,1.0,Arson,31.359876,-89.39684914,MS,22,Feb,2,1993,0,10.09845288,10.01708683,9.990963855,2.14374121,2.203361345,1.873493976,69.73980309,57.41456583,50.25903614,Teacup,1,0
53,280,3.6,Debris Burning,32.1151,-81.7517,GA,8,Feb,2,1996,0,-10.23333333,-10.89263804,-16.89863014,3.831023102,4.533128833999999,3.997260274,82.49462366,77.70129870000001,73.94117647,Teacup,1,0
54,284,30.0,Debris Burning,34.11264952,-88.55461438,MS,22,Oct,10,1999,0,18.92649098,19.04748603,16.13772455,2.491748252,2.819830028,2.535542169,67.4,70.38810198,65.90361446,Mini,3,0
55,286,5.2,Lightning,33.7556,-109.6509,AZ,4,Jun,6,2005,3,16.59636872,18.67226891,17.09090909,4.586219739,4.902987862,5.270909091,35.27061015,35.72523364,35.43838384,Toy,2,0
56,290,3.0,Lightning,39.4555,-109.9757,UT,40,Aug,8,1996,0,26.37894737,24.46341463,23.05882353,2.076842105,2.263414634,2.347058824,41.35789474,49.12195122,49.76470588,Teacup,1,0
57,297,1.0,Lightning,39.28266823,-80.58605765,WV,44,Apr,4,1995,0,10.8684435,9.959183673,12.69115044,3.11684435,3.337142857,3.714159292,43.23409669,44.45918367,29.625,Teacup,1,0
58,313,1.0,Utilities,46.1525,-100.6915,ND,25,May,5,2005,0,8.762987737000001,6.695475113,2.457943925,5.76477146,5.626244344,6.230841121,54.86241611,51.63122172,55.09813084,Teacup,1,0
59,315,85.0,Arson,34.82717,-95.255,OK,32,Feb,2,2015,0,6.189953271,7.628813559,6.852356021,3.377139508,3.85631068,4.251308901,65.54694836,62.93446602,65.08376963,Medium,4,1
60,318,9.0,Accidental,37.7073881,-81.73046153,WV,44,May,5,2014,0,13.88100559,15.70593407,16.20193237,3.958108108,4.000441501,3.985436893,54.1463964,56.73951435,55.99029126,Toy,2,0
61,323,4.5,Arson,48.8525,-99.685,ND,25,Oct,10,2006,0,12.73972868,11.27167969,13.71446809,4.985645005,5.72578125,5.46893617,68.63189569,68.9739479,61.06382979,Teacup,1,0
62,324,2.93,Debris Burning,32.1841,-83.3691,GA,8,Feb,2,1996,0,7.759432932999999,7.071428571,10.02983425,3.326717557,3.327692308,3.350276243,71.58789954,71.17431193,60.24309392,Teacup,1,0
63,328,2.0,Arson,30.524226,-87.522374,AL,2,Apr,4,2004,0,16.68584759,17.13504823,17.47183099,3.390654206,3.429677419,3.118439716,66.64962121,65.70479705,68.84745763,Teacup,1,0
64,338,2.0,Lightning,35.6845,-106.5517,NM,28,Jul,7,2001,1,20.5,21.125,26.0,4.866666667,3.35,3.1,37.66666667,52.5,28.0,Teacup,1,0
65,343,1.0,Debris Burning,34.93982412,-88.70155732,MS,22,Mar,3,1993,0,6.300714286,6.375792507000001,9.317391304,3.3505730660000004,3.387572254,3.425465839,67.45244957,65.15362319,66.92546584,Teacup,1,0
66,344,2.0,Lightning,33.77555556,-108.8855556,NM,28,Nov,11,2013,0,9.757039187,9.229551451,6.705882353,3.025726744,3.199736148,3.036898396,41.74563953,46.97889182,52.27807487,Teacup,1,0
67,347,1.53,Arson,31.7893,-81.6331,GA,8,Mar,3,1992,0,16.18298851,19.25123153,19.90887097,1.557931034,1.365517241,0.727419355,70.53521127,69.795,69.63114754,Teacup,1,0
68,357,1.0,Debris Burning,35.6995,-80.25333333,NC,24,Apr,4,2010,0,12.57722008,14.11724806,17.51143451,1.3764478759999998,1.65125969,1.063617464,58.98604911,59.12717391,53.87982833,Teacup,1,0
69,360,1.0,Accidental,46.49912396,-87.45859711,MI,19,Apr,4,1995,1,-0.914884393,1.351149425,2.676969697,3.963728324,3.808333333,3.819393939,72.96802326,72.24637681,71.08484848,Teacup,1,0
70,361,4.89,Debris Burning,32.37227778,-83.84344444,GA,8,Aug,8,2015,0,27.90471254,27.55888325,26.67259036,2.425754717,2.405423729,1.985240964,72.58578680000001,74.83804143,78.5,Teacup,1,0
71,368,4.2,Debris Burning,42.9808,-108.4483,WY,45,Apr,4,2012,0,8.291103604,8.397396963,5.42173913,4.492298981,4.690611354,4.075982533,38.23216308,40.22489083,49.6069869,Teacup,1,0
72,374,1.5,Accidental,32.37180688,-109.6627996,AZ,4,May,5,1993,0,18.38964695,20.76040268,21.53367769,2.470419847,2.427133269,2.1148760330000003,27.80629771,23.45733461,24.60743802,Teacup,1,0
73,377,2.2,Debris Burning,38.86861111,-79.36194444,WV,44,Apr,4,2009,2,7.713532513,8.528944381,7.514285714,1.335383714,1.59568672,0.451190476,61.81389870000001,60.6009122,62.80238095,Teacup,1,0
74,382,2.0,Debris Burning,35.12,-77.83833333,NC,24,Apr,4,2010,0,15.527390900000002,17.641527,20.79759519,1.801021356,1.713873371,0.705410822,58.45755473,57.92401216,55.85520362,Teacup,1,0
75,384,1.0,Debris Burning,37.10551834,-82.8234024,KY,14,Dec,12,2013,0,3.244621141,2.762664165,1.777777778,3.205004677,3.582082552,4.204166667,68.46410442,68.01929825,63.35795455,Teacup,1,0
76,385,470.0,Utilities,42.2017,-96.5558,NE,26,Mar,3,2010,0,2.12681669,4.234074074,6.06468254,3.797515237,4.196574074,4.668253968,78.82154341,71.08534323,63.68452381,Medium,4,1
77,389,8.71,Accidental,34.67888889,-85.30972222,GA,8,Apr,4,2014,0,10.11024436,10.46093458,10.86403162,2.187511826,2.519318182,3.141463415,69.61987041,68.27234927,64.34934498,Toy,2,0
78,396,4.9,Debris Burning,48.8655,-99.8528,ND,25,Apr,4,2010,0,5.941639648,8.467099166,9.848906561,5.103942486,5.076508821,3.274051896,58.85946197,53.82265552,48.43712575,Teacup,1,0
79,399,8.57,Utilities,44.83029129999999,-88.05570118,WI,43,May,5,1996,0,11.60736111,15.28444444,12.82797619,4.235277778,4.148611111,4.18452381,64.02302158,62.82535211,51.83832335,Toy,2,0
80,401,32.4,Lightning,41.2352,-116.7362,NV,29,Jul,7,2001,1,29.24183007,30.85135135,29.03448276,4.374,3.969863014,4.739285714,17.06,21.42465753,33.0,Mini,3,0
81,407,15.0,Lightning,34.41000001,-95.91016668,OK,32,Jun,6,2009,0,24.66878669,27.10721248,28.31707317,2.154397233,2.196831683,2.139837398,72.68441273,74.18459916,70.23870968,Mini,3,0
82,421,1.0,Arson,35.7239,-94.5942,OK,32,Nov,11,2008,0,9.762695776,6.724170616,5.5975609760000005,2.62586616,2.319241706,1.993902439,62.41984334,57.58605664,55.96,Teacup,1,0
83,424,656.0,Utilities,34.8,-102.24,TX,39,Jul,7,2011,0,28.4452182,28.80277778,28.74404762,5.2136026,4.579907407,4.243055556,33.30536131,35.8962963,38.73015873,Medium,4,1
84,439,15.0,Debris Burning,37.10174179,-83.29543304,KY,14,Apr,4,2013,1,4.742282507,4.384044527,4.8111332010000005,2.078890456,2.169953488,1.803386454,67.29130435,68.45183044,74.33755274,Mini,3,0
85,440,2.0,Debris Burning,42.35957122,-74.0207546,NY,30,Apr,4,2007,0,4.522843057,4.085761047,6.879225352000001,3.731440329,3.982487725,3.801056338,66.80936455,66.83584590000001,68.08243728,Teacup,1,0
86,441,3.0,Utilities,38.886764,-123.16392,CA,5,Oct,10,2009,0,18.11330749,14.81461538,12.07871287,1.3751937980000002,1.545384615,1.088613861,52.75398936,51.26756757,58.14285714,Teacup,1,0
87,445,1.0,Accidental,35.36848333,-77.94196666,NC,24,Mar,3,2010,0,9.370060923,12.60490694,12.02472325,2.980765883,2.515736041,2.699630996,58.5671406,55.70491803,59.13475177,Teacup,1,0
88,448,1.01,Arson,31.6865,-81.7947,GA,8,Feb,2,1996,0,12.03510324,11.46931818,11.35375,3.576627219,3.428977273,4.37375,66.80722892,64.12280702,54.125,Teacup,1,0
89,464,1.0,Arson,47.9783,-99.0225,ND,25,Apr,4,2007,0,-1.37564645,-2.86972821,-1.735059761,5.796229972000001,6.056619717999999,5.2156,72.39124227,65.80432738,57.604,Teacup,1,0
90,470,1.0,Debris Burning,41.81416667,-123.35833329999998,CA,5,Jun,6,2005,0,13.49457672,13.66272494,11.83786982,3.1058201060000004,3.140359897,3.0112426039999995,63.75629139,63.03608247,59.31360947,Teacup,1,0
91,479,0.55,Debris Burning,31.515,-81.3746,GA,8,Sep,9,1997,0,26.39660057,26.16666667,26.67021277,2.939093484,2.541919192,2.379787234,69.31714286,70.11794872,74.02150538,Teacup,1,0
92,482,1.0,Lightning,35.06555556,-112.0052778,AZ,4,May,5,2001,0,15.34555556,18.68709677,28.9,3.801111111,3.703225806,7.2,41.35555556,37.74193548,18.0,Teacup,1,0
93,484,4.0,Arson,31.111340500000004,-89.59378043,MS,22,Oct,10,1992,0,22.70235131,20.9630854,19.49230769,1.985062241,2.64600551,3.523668639,76.8769018,77.41046832,68.72189349,Teacup,1,0
94,486,3.8,Lightning,34.383334999999995,-80.966667,SC,36,Jul,7,2011,0,27.95972696,28.08231707,28.0,2.3621843,2.323272358,2.020240964,53.00204778,54.82418699,53.47710843,Teacup,1,0
95,489,2.45,Debris Burning,32.84417763,-84.40365152,GA,8,Apr,4,2011,0,13.30962343,14.96265173,11.62828283,2.6820548580000003,2.442296919,2.028888889,70.14821029,70.56183746,82.52040816,Teacup,1,0
96,494,1.68,Debris Burning,44.69583,-122.72389,OR,33,Aug,8,2014,0,21.10714286,21.20018536,21.63817097,3.774524362,3.655380334,3.539960239,61.83519034,60.3463324,58.33466135,Teacup,1,0
97,501,2.2,Lightning,31.27108084,-81.46903512,GA,8,Jun,6,2011,1,24.90509584,26.07786116,25.83266932,2.589060309,2.253939962,2.303984064,68.29145978,68.97025641,67.91341991,Teacup,1,0
98,504,0.75,Debris Burning,34.51570968,-83.35523917,GA,8,Apr,4,2012,0,16.14093649,16.42685185,16.59722222,2.099026426,2.139444444,2.989880952,50.18830084,53.93727811,44.06352941,Teacup,1,0
99,507,9.0,Arson,33.798132,-87.29437,AL,2,Mar,3,2004,0,10.6399093,14.24824356,10.89940828,3.333786848,3.836533958,3.1775147930000003,69.56069364,61.73043478,52.16969697,Toy,2,0
100,513,2.0,Debris Burning,30.726895000000003,-88.352533,AL,2,Sep,9,2006,0,24.97861702,24.14772727,23.77142857,2.493783494,2.641875,3.198148148,73.95156082,73.93907563,73.60377358,Teacup,1,0
101,524,1.0,Debris Burning,33.009374,-85.826621,AL,2,Mar,3,2006,0,12.28065268,14.52434457,16.75151515,2.1882517480000003,2.493164794,2.502626263,64.33116883,61.98909812,65.64537445,Teacup,1,0
102,525,29.0,Arson,35.0192,-96.6255,OK,32,Mar,3,2013,1,6.8777985070000005,7.828971963,4.163021869,4.228311567,3.86411215,4.177534791,63.62540021,62.51434644,65.68058968,Mini,3,0
103,528,5.0,Debris Burning,38.79,-95.83,KS,13,Apr,4,2015,0,10.92540894,11.49532909,14.65302326,4.169162996,5.010300429,5.603271027999999,62.8314978,65.00643777,63.60747664,Toy,2,0
104,532,38.0,Arson,32.369469,-85.858073,AL,2,Apr,4,2006,0,18.75098814,22.168000000000003,21.89814815,3.069762846,2.7208,2.222222222,54.29856851,53.9623431,50.79439252,Mini,3,0
105,538,1.0,Arson,47.8686,-95.0864,MN,20,Mar,3,2003,0,-10.63913914,-5.861195542000001,4.470167064,3.675975976,3.916717325,3.684725537,59.66740331,65.93277311,76.22716049,Teacup,1,0
106,542,3.0,Arson,35.7242,-94.5592,OK,32,Nov,11,2012,0,10.85252809,8.755388941,10.45546559,2.055383895,1.932239925,2.173481781,59.37794486,58.926,57.35421166,Teacup,1,0
107,545,1.0,Debris Burning,33.03691667,-83.31219444,GA,8,Oct,10,2014,0,18.69928532,17.71111111,14.67857143,0.483672347,0.541203704,0.394642857,71.56412478,71.80200861,67.88599349,Teacup,1,0
108,547,3.0,Utilities,35.74901666,-81.03288333,NC,24,Mar,3,2010,0,2.149489322,3.809554731,2.959760956,2.412598791,2.449907063,2.915568862,61.35783563,58.47586207,56.34773663,Teacup,1,0
109,552,5.0,Debris Burning,26.49373,-98.8915,TX,39,Aug,8,2003,0,30.06204188,30.95347594,31.30769231,5.389267016,6.152406417000001,6.678106509,66.56749672,62.07506702,59.52380952,Toy,2,0
110,553,1.65,Utilities,34.3445,-85.462,GA,8,Dec,12,1994,0,7.861764706000001,6.611627907000001,7.716875,2.009328969,2.40872093,3.429375,65.84779051,63.52034884,57.5375,Teacup,1,0
111,555,1.0,Debris Burning,31.6769881,-89.8169897,MS,22,Oct,10,1993,0,23.14019886,21.70714286,21.08023952,1.551420455,1.6105714290000002,1.389820359,63.30681818,57.74,58.68862275,Teacup,1,0
112,564,33.0,Arson,36.27722222,-82.135,TN,38,Sep,9,2005,5,21.63078849,20.20833333,20.64361702,1.235043805,0.989322917,0.89893617,71.8972973,68.45479452,71.85549133,Mini,3,0
113,565,8.0,Accidental,32.62693511,-89.99720688,MS,22,Jul,7,1994,0,25.12463158,25.4552017,25.78372093,2.144315789,2.285562633,2.37627907,81.77993528,81.21585903,80.25870647,Toy,2,0
114,566,10.0,Debris Burning,31.18938333,-95.61306667,TX,39,Apr,4,2011,0,18.61419897,18.94707521,20.59081836,3.267211583,3.291457753,3.865868263,63.13804714,63.68699187,59.01234568,Mini,3,0
115,576,60.0,Debris Burning,32.08419,-85.112963,AL,2,Mar,3,2004,0,14.81492921,16.39919137,15.81162791,3.343629344,2.976280323,3.331976744,55.19638243,46.1671159,42.61046512,Medium,4,1
116,589,12.1,Utilities,43.14277,-116.07345,ID,10,Jun,6,2013,0,17.10993377,20.24957507,23.45793651,5.708609272,5.543626062,5.311111111000001,39.11419069,30.14730878,26.63492063,Mini,3,0
117,595,25.0,Accidental,31.92045542,-110.96774840000002,AZ,4,Nov,11,1992,1,13.89625,12.33527778,9.282738095,1.908055556,2.088888889,2.29047619,28.88317107,25.275,25.07142857,Mini,3,0
118,599,30.0,Debris Burning,39.15,-95.1,KS,13,Mar,3,2015,0,-2.414776632,-2.744920993,-0.121808511,4.013793103,3.952954545,3.683870968,66.87022016,65.52424942,62.88172043,Mini,3,0
119,606,1.0,Arson,34.51807952,-88.48278853,MS,22,Nov,11,1999,0,15.1047205,13.83082524,12.28061224,2.309565217,2.233980583,2.219897959,67.34992888,66.08201893,60.95419847,Teacup,1,0
120,608,15.0,Lightning,39.49527778,-121.12583329999998,CA,5,May,5,2013,3,14.80959302,18.56237817,20.11973392,1.988275194,1.998148148,2.066740576,38.63655137,29.99706745,28.64523282,Mini,3,0
121,613,65.0,Accidental,34.35624487,-89.74125852,MS,22,Feb,2,1995,0,5.85625,6.8272222220000005,10.73869048,4.210138889,4.168888889,3.883928571,61.17994100000001,59.25655977,51.23780488,Medium,4,1
122,614,4.0,Arson,41.0332,-123.6512,CA,5,Oct,10,1998,0,12.81408451,12.64453376,13.28795987,2.936384977,3.113826367,2.7488294310000003,79.90661831,76.49267399,74.04562738,Teacup,1,0
123,621,2.0,Debris Burning,30.6826327,-88.57432712,MS,22,Oct,10,2014,0,18.72245763,15.92195122,16.63925926,1.300849618,1.054613936,1.148148148,80.59679144,77.99531616,78.88780488,Teacup,1,0
124,627,2.0,Lightning,47.25583,-107.15017,MT,23,May,5,2014,0,11.24903581,15.15561644,19.40526316,4.035972222,3.361111111,2.884705882,62.0,56.7270195,52.97058824,Teacup,1,0
125,630,0.8,Accidental,45.5275,-106.9812,MT,23,Mar,3,1995,0,0.8973611109999999,1.565833333,7.175595238,2.961929825,3.306666667,3.471428571,61.27768014,62.64561404,56.11278195,Teacup,1,0
126,632,6.0,Accidental,38.4443,-83.2043,KY,14,Mar,3,2015,0,2.476367006,8.011121409,9.152777778,1.61387422,1.6367604269999998,1.996620278,66.53265766,66.09507446,62.20905172,Toy,2,0
127,633,1600.0,Lightning,46.6617,-108.5317,MT,23,Jul,7,2006,0,25.58618331,26.39644809,27.43372781,3.46128591,3.199180328,2.595857988,38.36525308,34.51639344,36.36686391,Large,5,1
128,636,18.0,Lightning,41.6908,-116.4258,NV,29,Aug,8,2012,1,24.23876765,24.47675,24.95191257,2.84801027,2.7245,2.667759563,29.6084724,30.705,34.19125683,Mini,3,0
129,642,1.0,Arson,36.86638889,-84.49083333,KY,14,Apr,4,2004,1,9.024425287,11.01139601,8.296296296,2.436690647,2.411142857,3.081987578,59.71268058,57.60248447,65.06206897,Teacup,1,0
130,646,3.0,Lightning,34.2722222,-111.035556,AZ,4,Sep,9,2010,3,23.35781544,22.66825548,21.25754527,1.850659134,2.161296473,2.162575453,47.67981791,49.85805763,47.68666667,Teacup,1,0
