fire_id,state_no,discovery_month_no,Temp_pre_7,Wind_pre_7,Hum_pre_7,fire_size_bin_no,medium_plus
315,32,2,6.852356021,4.251308901,65.08376963,4,1
318,44,5,16.20193237,3.985436893,55.99029126,2,0
323,25,10,13.71446809,5.46893617,61.06382979,1,0
324,8,2,10.02983425,3.350276243,60.24309392,1,0
328,2,4,17.47183099,3.118439716,68.84745763,1,0
338,28,7,26.0,3.1,28.0,1,0
343,22,3,9.317391304,3.425465839,66.92546584,1,0
344,28,11,6.705882353,3.036898396,52.27807487,1,0
347,8,3,19.90887097,0.727419355,69.63114754,1,0
357,24,4,17.51143451,1.063617464,53.87982833,1,0
360,19,4,2.676969697,3.819393939,71.08484848,1,0
361,8,8,26.67259036,1.985240964,78.5,1,0
368,45,4,5.42173913,4.075982533,49.6069869,1,0
374,4,5,21.53367769,2.1148760330000003,24.60743802,1,0
377,44,4,7.514285714,0.451190476,62.80238095,1,0
382,24,4,20.79759519,0.705410822,55.85520362,1,0
384,14,12,1.777777778,4.204166667,63.35795455,1,0
385,26,3,6.06468254,4.668253968,63.68452381,4,1
389,8,4,10.86403162,3.141463415,64.34934498,2,0
396,25,4,9.848906561,3.274051896,48.43712575,1,0
399,43,5,12.82797619,4.18452381,51.83832335,2,0
401,29,7,29.03448276,4.739285714,33.0,3,0
407,32,6,28.31707317,2.139837398,70.23870968,3,0
421,32,11,5.5975609760000005,1.993902439,55.96,1,0
424,39,7,28.74404762,4.243055556,38.73015873,4,1
439,14,4,4.8111332010000005,1.803386454,74.33755274,3,0
440,30,4,6.879225352000001,3.801056338,68.08243728,1,0
441,5,10,12.07871287,1.088613861,58.14285714,1,0
445,24,3,12.02472325,2.699630996,59.13475177,1,0
448,8,2,11.35375,4.37375,54.125,1,0
464,25,4,-1.735059761,5.2156,57.604,1,0
470,5,6,11.83786982,3.0112426039999995,59.31360947,1,0
479,8,9,26.67021277,2.379787234,74.02150538,1,0
482,4,5,28.9,7.2,18.0,1,0
484,22,10,19.49230769,3.523668639,68.72189349,1,0
486,36,7,28.0,2.020240964,53.47710843,1,0
489,8,4,11.62828283,2.028888889,82.52040816,1,0
494,33,8,21.63817097,3.539960239,58.33466135,1,0
501,8,6,25.83266932,2.303984064,67.91341991,1,0
504,8,4,16.59722222,2.989880952,44.06352941,1,0
507,2,3,10.89940828,3.1775147930000003,52.16969697,2,0
513,2,9,23.77142857,3.198148148,73.60377358,1,0
524,2,3,16.75151515,2.502626263,65.64537445,1,0
525,32,3,4.163021869,4.177534791,65.68058968,3,0
528,13,4,14.65302326,5.603271027999999,63.60747664,2,0
532,2,4,21.89814815,2.222222222,50.79439252,3,0
538,20,3,4.470167064,3.684725537,76.22716049,1,0
542,32,11,10.45546559,2.173481781,57.35421166,1,0
545,8,10,14.67857143,0.394642857,67.88599349,1,0
547,24,3,2.959760956,2.915568862,56.34773663,1,0
552,39,8,31.30769231,6.678106509,59.52380952,2,0
553,8,12,7.716875,3.429375,57.5375,1,0
555,22,10,21.08023952,1.389820359,58.68862275,1,0
564,38,9,20.64361702,0.89893617,71.85549133,3,0
565,22,7,25.78372093,2.37627907,80.25870647,2,0
566,39,4,20.59081836,3.865868263,59.01234568,3,0
576,2,3,15.81162791,3.331976744,42.61046512,4,1
589,10,6,23.45793651,5.311111111000001,26.63492063,3,0
595,4,11,9.282738095,2.29047619,25.07142857,3,0
599,13,3,-0.121808511,3.683870968,62.88172043,3,0
606,22,11,12.28061224,2.219897959,60.95419847,1,0
608,5,5,20.11973392,2.066740576,28.64523282,3,0
613,22,2,10.73869048,3.883928571,51.23780488,4,1
614,5,10,13.28795987,2.7488294310000003,74.04562738,1,0
621,22,10,16.63925926,1.148148148,78.88780488,1,0
627,23,5,19.40526316,2.884705882,52.97058824,1,0
630,23,3,7.175595238,3.471428571,56.11278195,1,0
632,14,3,9.152777778,1.996620278,62.20905172,2,0
633,23,7,27.43372781,2.595857988,36.36686391,5,1
636,29,8,24.95191257,2.667759563,34.19125683,3,0
642,14,4,8.296296296,3.081987578,65.06206897,1,0
646,4,9,21.25754527,2.162575453,47.68666667,1,0
654,13,10,10.69871795,4.180769231,39.52564103,5,1
655,8,6,29.16588235,2.149411765,60.68235294,1,0
661,22,5,24.88502994,1.371257485,63.34730539,1,0
665,37,10,17.62363636,3.907272727,32.08181818,4,1
670,1,7,14.41396226,1.97245283,57.48490566,2,0
671,3,6,25.66555556,2.920555556,61.76666667,4,1
676,10,7,19.52287582,1.321568627,56.91304348,1,0
680,2,3,3.0351190480000003,6.056547619,63.9939759,3,0
685,44,3,3.0421052630000003,3.863186813,62.54857143,3,0
695,22,3,13.86441718,2.654601227,67.16666667,1,0
708,26,5,10.5025641,6.913675214,65.94642857,2,0
710,22,8,26.27647059,1.766470588,67.41566265,2,0
711,10,7,23.69081081,3.769189189,37.51351351,3,0
714,39,7,30.73737575,3.313518887,56.550898200000006,2,0
721,28,4,4.382938389,6.093838862999999,47.55502392,4,1
722,5,6,21.45119048,2.007142857,37.0,2,0
730,20,7,22.49786325,3.064316239,61.39400428,1,0
744,43,4,10.42857143,3.514285714,28.71428571,1,0
745,30,4,6.235294118,2.9779411760000003,76.12389381,1,0
755,39,1,16.85667752,3.806614786,67.68669528,3,0
763,23,4,4.086904762,3.414285714,68.95238095,1,0
769,38,10,18.60206718,0.396640827,72.41436464,3,0
773,36,2,7.918489066,1.837574553,60.23777778,3,0
775,8,2,18.49152542,3.930322581,71.55199999999999,1,0
778,22,6,25.3,1.109418838,60.77955912,1,0
779,7,8,28.83116279,2.802790698,80.78064516,1,0
782,30,8,21.66622517,2.116225166,86.71276596,1,0
788,39,8,30.54543651,5.9468253970000005,65.97352342,1,0
801,20,5,7.447524752,3.82039604,74.74576271,1,0
804,8,7,30.27108434,2.025903614,62.28915663,1,0
811,39,2,1.157738095,4.246706587,64.56287425,4,1
817,10,8,25.23728814,4.5360000000000005,42.24571429,2,0
818,5,7,22.94797688,3.1865497080000003,39.78947368,1,0
826,8,11,12.0519774,1.837714286,64.25675676,1,0
834,38,4,11.85675676,1.313513514,66.70813397,4,1
842,36,3,11.84759825,2.445851528,74.69911504,1,0
848,10,8,22.04347826,1.122981366,56.44720497,3,0
856,22,2,2.905952381,3.4101190480000003,76.17261905,1,0
858,3,4,11.98125,2.772321429,66.13145540000001,3,0
860,5,9,14.0,2.016898608,40.77733598,1,0
864,2,7,27.28720379,2.279146919,66.00473934,1,0
873,28,6,30.4622549,5.002941176,41.23039216,1,0
874,22,10,22.28015873,1.154183267,68.12151394,1,0
885,19,5,7.472043011,5.508695652,70.0,1,0
888,4,6,22.21686747,4.256626506,38.59036145,1,0
890,29,7,37.02176471,2.988823529,8.970588235,3,0
892,19,3,11.99800797,1.77253012,79.07951807,3,0
897,22,7,27.76267748,1.85821501,56.92494929,1,0
898,42,4,6.512716762999999,2.7354651160000003,51.56395349,3,0
904,6,4,3.431137725,3.032934132,54.74375,3,0
905,8,3,7.420930232999999,0.580952381,74.97619048,1,0
909,4,6,32.88214286,3.5559523810000004,14.27380952,4,1
919,32,2,7.507186858,3.229774127,61.95652174,4,1
920,26,8,23.6372973,4.107065217,62.65217391,1,0
925,5,5,18.64674556,3.14556213,50.58579882,2,0
929,22,2,11.6631068,3.216504854,47.07142857,2,0
932,28,7,22.07627119,3.041525424,39.51282051,1,0
933,24,8,24.88797814,1.820111732,83.48414986,1,0
937,28,7,28.66363636,3.603246753,43.79220779,4,1
938,22,2,6.767857143,3.645833333,64.54761905,4,1
947,43,5,13.77797619,3.206746032,69.03298969,4,1
956,8,2,12.18390805,3.196551724,54.69411765,1,0
959,2,3,15.55339806,2.36195122,72.09444444,4,1
963,21,3,4.064386318,3.162704918,63.47186147,4,1
970,24,4,10.31349206,1.718924303,53.260181,1,0
974,42,7,27.34923077,3.243589744,37.98461538,3,0
984,43,9,17.85738397,2.201687764,70.21834061,1,0
988,32,8,29.46520875,0.015308151,59.43574297,4,1
1002,14,3,9.723350254,3.830456853,74.76470588,1,0
1003,22,9,24.45505618,2.414689266,57.85875706,1,0
1010,37,7,17.94047619,4.036904762,70.03144654,1,0
1013,32,4,9.901834862,5.286697248,60.47368421,4,1
1014,30,5,11.94857143,3.127011494,59.21264368,1,0
1016,28,8,18.48170732,2.530487805,32.04907975,3,0
1018,42,6,21.19513514,2.821621622,33.01621622,1,0
1023,22,9,24.22619048,1.921357285,69.945,1,0
1031,38,11,1.095045045,3.42,65.39090909,1,0
1040,7,7,27.72897196,4.241121495,73.25233645,1,0
1041,23,7,21.15957447,3.42606383,55.20108696,3,0
1045,2,2,1.3668122269999998,2.843859649,76.18942731,1,0
1062,23,4,4.488317757,5.025700935,70.08530806,1,0
1077,2,1,5.343936382,2.341749503,76.40963855,3,0
1079,22,3,11.16864865,5.258918919,71.0,2,0
1082,2,2,8.858525346,3.4736111110000003,68.13488372,3,0
1083,4,7,22.78138298,3.083510638,39.87765957,1,0
1085,32,2,3.820289855,2.979227053,67.83832335,2,0
1086,24,2,5.302186879,1.268190855,61.31701632,1,0
1087,23,4,6.373913043,3.517391304,67.04545455,1,0
1089,44,7,26.59116022,2.805524862,48.79558011,2,0
1097,38,3,4.568992248,2.174806202,70.49799197,1,0
1099,37,8,24.26592179,4.410055866,49.36312849,4,1
1101,20,4,10.42460317,5.156150794,54.50198413,4,1
1103,3,9,20.98864865,0.896756757,71.15882353,1,0
1104,21,4,15.41747573,5.126213592,52.50980392,1,0
1105,22,3,11.11845238,3.202380952,52.01785714,4,1
1122,23,8,21.91729323,4.190601504,34.48120301,4,1
1136,8,6,25.73417722,4.169620253,64.25641026,1,0
1151,37,4,6.871287129,7.155445545,57.37623762,1,0
1152,22,3,11.0742515,1.680838323,67.94610778,1,0
1153,33,7,17.42857143,0.867532468,61.48979592,1,0
1182,42,8,24.7391129,4.1384615380000005,32.55060729,1,0
1183,22,9,23.65771429,3.0857142860000004,56.07647059,4,1
1199,28,8,19.89902913,2.92184466,62.18446602,1,0
1207,19,7,24.83928571,4.075595238,79.42857143,3,0
1210,45,8,17.91230769,5.151794872,56.33333333,2,0
1211,7,2,15.68878924,2.623766816,80.39459459,1,0
1212,44,4,14.22715517,3.412068966,47.19565217,4,1
1213,7,8,20.16309524,2.558333333,77.0625,4,1
1214,8,4,22.36904762,3.448717949,56.12857143,1,0
1216,2,5,20.03092784,3.071649485,70.49681529,1,0
1224,36,3,17.03959391,2.362944162,76.13333333,3,0
1235,1,6,14.63961814,3.4011990410000004,39.89448441,4,1
1236,44,11,14.06578947,3.026315789,66.98684211,1,0
1244,36,6,23.62133891,1.633891213,66.77874187,3,0
1245,22,8,27.28025478,1.824675325,70.75,2,0
1260,4,7,38.14674556,4.323353293,22.95209581,3,0
1268,22,8,25.78392857,1.419642857,78.66071429,3,0
1271,40,7,28.72413793,1.975862069,30.0,4,1
1276,39,7,27.19137056,1.797435897,72.88717949,3,0
1277,5,10,16.48965517,2.247126437,54.37356322,1,0
1280,8,9,21.72654028,2.945023697,73.13978495,3,0
1285,18,7,23.98511905,3.517261905,69.29761905,1,0
1291,14,10,12.44047619,1.4416666669999998,67.81818182,3,0
1294,23,9,23.27514451,5.056647399,37.3583815,1,0
1297,8,8,28.96215139,1.897211155,63.24455206,1,0
1298,14,4,16.14300518,1.824870466,46.83246073,3,0
1301,38,4,11.83246073,3.441884817,64.51666667,2,0
1304,32,3,10.35990338,3.431884058,69.65217391,5,1
1309,42,6,15.46976744,2.775641026,47.01282051,1,0
1310,19,5,14.49101796,2.386227545,62.8875,1,0
1311,22,3,6.055357142999999,5.625595238,66.57142857,3,0
1312,20,4,5.446812748999999,3.394023904,48.57884232,1,0
1323,37,6,20.72972973,4.608783784,58.87412587,1,0
1327,4,7,26.97124736,1.439112051,55.96617336,1,0
1328,28,5,19.68070175,4.818421053,38.50877193,3,0
1335,22,3,9.161616162,3.702525253,58.94949495,2,0
1336,39,8,32.55976096,2.511354582,47.78884462,1,0
1344,30,5,11.8,3.051075269,65.03932584,1,0
1348,8,4,17.62186047,3.936744186,77.38834951,2,0
1357,34,3,2.617888563,2.914076246,57.53169014,1,0
1366,22,9,22.88342541,2.053038674,70.6519337,1,0
1368,8,3,14.98396794,3.066733467,51.86744186,1,0
1369,4,6,24.88571429,3.238095238,29.28571429,2,0
1370,22,2,15.05421687,2.199393939,69.94409938,1,0
1375,39,8,28.02114943,2.956551724,36.32413793,4,1
1376,2,11,8.642642643,2.771771772,79.40939597,1,0
1386,22,2,10.56964286,1.905952381,67.38690476,3,0
1393,10,8,21.92650334,1.775723831,42.03786192,5,1
1396,32,2,10.32666667,3.572727273,70.52201258,1,0
1399,6,3,4.528089888,4.434831461,44.6011236,1,0
1407,22,5,27.68118812,3.261386139,56.90099010000001,1,0
1423,20,5,9.033730159,5.133732535,68.85154639,3,0
1430,28,7,18.76190476,3.024404762,39.18055556,2,0
1432,8,3,14.25729537,2.016014235,80.81349206,1,0
1436,39,8,28.35515464,1.832989691,75.32989691,1,0
1437,8,7,28.84695122,1.432317073,71.65822785,2,0
1443,8,7,29.20299401,1.708982036,58.23952096,1,0
1451,30,4,6.184210526,2.340350877,67.27027027,1,0
1454,10,7,24.20175439,3.071345029,39.26900585,2,0
1455,25,5,15.05357143,5.494011976,70.21556886,3,0
1459,7,8,27.46305419,1.675862069,77.5320197,2,0
1466,32,7,26.39516908,3.32815534,73.12135922,3,0
1474,28,7,21.69805195,4.006493506,51.99350649,1,0
1489,14,3,8.592814371000001,2.037724551,57.15060241,1,0
1490,43,4,9.542857143,4.906547619,52.94047619,3,0
1494,22,8,26.72097902,2.1881118880000003,76.81118881,1,0
1496,20,4,4.84040404,2.993737374,50.51214575,1,0
1504,3,8,32.99244186,1.802906977,53.93604651,3,0
1509,22,3,11.4516129,3.566129032,70.44262295,1,0
1512,39,3,13.82056452,1.919758065,63.89430894,1,0
1518,5,6,16.10176471,1.987647059,46.76470588,2,0
1519,4,6,37.69642857,4.475,15.53571429,1,0
1522,44,6,22.7744856,1.19382716,69.15767635,1,0
1527,20,4,8.36547619,4.410119048,48.08383234,1,0
1528,24,4,17.65148515,2.0873267330000003,73.79826464,4,1
1531,28,5,16.77653631,6.015083799,17.68156425,1,0
1536,23,8,19.07692308,3.011188811,57.65734266,4,1
1539,24,2,-3.091071429,5.149404762,88.85271318,1,0
1542,4,8,22.8974359,4.971052632,36.28947368,1,0
1543,39,2,16.36607143,2.169047619,77.14880952,1,0
1545,36,4,11.82926829,2.691608392,64.03355705,2,0
1554,3,6,27.55465116,1.6947674419999998,54.28571429,1,0
1564,4,8,31.31587302,1.568253968,35.26984127,1,0
1566,29,5,15.45341615,4.060248447,22.80124224,4,1
1568,2,5,24.69078341,2.982949309,68.52073733,2,0
1582,22,5,22.4952381,2.085263158,65.83157895,1,0
1585,8,11,17.01192843,2.250497018,68.29273504,1,0
1593,23,3,0.986868687,3.903045685,58.52284264,2,0
1596,14,4,13.67767857,2.312946429,62.62331839,1,0
1597,36,10,12.84285714,1.879387755,56.66972477,2,0
1608,7,2,15.90178571,3.25952381,78.19642857,3,0
1613,24,2,9.27833002,1.681510934,50.80110497,1,0
1620,32,3,4.796407186000001,3.462275449,67.89620758,2,0
1624,6,7,27.89349593,4.998373984,22.63414634,5,1
1627,20,4,3.882936508,3.222111554,55.70647773,4,1
1628,22,3,9.313953488,3.629457364,60.2,1,0
1629,23,8,20.06464646,2.070618557,45.42268041,5,1
1633,32,9,25.17821782,3.944554455,53.82376238,3,0
1634,28,6,22.992,4.2264,23.19438878,2,0
1635,22,2,11.239,2.991,57.64210526,1,0
1639,13,9,22.55467197,4.744333996,54.79125249,1,0
1642,8,5,26.01785714,2.7450396830000003,62.75925926,2,0
1643,40,8,22.33687151,2.129775281,42.88202247,3,0
1650,22,3,10.57738095,2.942261905,60.35151515,1,0
1664,30,7,23.00952381,2.925,65.17261905,1,0
1669,4,7,26.3902439,3.704878049,32.63414634,1,0
1673,22,2,11.62732919,2.024223602,66.62111801,3,0
1677,5,8,25.25,1.9125,55.44578313,4,1
1688,20,4,11.02788845,2.456972112,51.12195122,1,0
1694,24,7,26.0362,1.6626,81.536,1,0
1707,10,8,26.09821429,4.310119048,27.19642857,1,0
1710,29,10,7.584868421,1.592763158,60.55033557,3,0
1711,24,4,14.32231076,1.379880478,64.32352941,1,0
1713,44,4,9.515546218,1.913865546,71.38709677,1,0
1714,38,3,1.493971631,3.865248227,75.64855072,1,0
1717,44,4,8.239130435,3.754744526,69.18181818,1,0
1718,28,6,20.76923077,2.930769231,34.30769231,1,0
1719,28,4,25.93928571,5.4059523810000005,72.20238095,4,1
1731,22,3,7.023809524,2.439880952,55.64285714,1,0
1737,20,4,6.0,4.195436508,55.08134921,1,0
1754,30,5,16.61935484,4.140458015,49.66412214,1,0
1755,23,6,13.98765432,3.74382716,60.0308642,1,0
1761,8,3,8.296222664,3.165407555,74.57718121,1,0
1772,45,8,21.21052632,4.578947368,43.52631579,1,0
1776,38,3,11.19698492,2.57839196,67.21105528,2,0
1791,25,10,6.223529412,6.524852071000001,57.11851852,4,1
1792,8,3,10.3234127,1.824801587,77.67118644,3,0
1794,8,8,28.91968912,1.516580311,64.64829396,1,0
1795,39,6,27.37510204,5.787346939,80.52674897,1,0
1797,39,6,29.12688172,2.905411255,64.92165899,3,0
1801,22,2,10.53622449,3.532142857,60.38265306,3,0
1802,8,7,28.48154762,2.947305389,64.17964072,1,0
1818,29,7,28.00714286,4.068867925,17.24528302,4,1
1821,2,12,-3.43452381,5.120238095,74.36309524,3,0
1834,36,2,4.265740741,3.843055556,46.65550239,1,0
1835,1,6,28.35119048,4.417857143,76.75595238,3,0
1837,37,8,25.87696629,5.008426966,51.88764045,1,0
1855,10,8,21.28657315,1.4360721440000002,50.0761523,6,1
1856,14,10,16.027322400000003,1.006557377,57.49726776,4,1
1861,40,7,27.4,3.2061538460000003,30.42051282,4,1
1864,3,9,26.18712871,0.894527363,74.77486911,1,0
1878,15,2,11.78472222,2.029563492,66.63793103,2,0
1881,7,7,27.15911111,2.482666667,76.94666667,1,0
1886,36,2,7.932405567000001,1.733996024,58.612033200000006,2,0
1898,14,11,8.007239819,1.890045249,69.70807453,4,1
1906,7,2,7.066666667000001,3.25045045,72.52968037,3,0
1909,32,4,10.72008929,4.583928571,68.05803571,4,1
1913,32,8,30.09343936,2.021868787,60.38181818,2,0
1920,8,3,19.63243243,3.4606177610000004,80.31779661,1,0
1923,29,7,26.72688172,2.966129032,27.14516129,4,1
1924,3,8,33.36428571,1.923626374,50.19230769,2,0
1926,7,3,13.27218935,3.088757396,66.02380952,3,0
1932,22,11,17.45939394,1.861212121,78.78787879,1,0
1942,8,5,13.5702381,2.864880952,59.93452381,1,0
1945,25,4,9.550295858,3.858579882,53.73584906,1,0
1953,8,9,24.2075,2.8525,67.25,2,0
1955,20,3,11.05122951,3.957172131,57.63869464,1,0
1971,39,10,23.95626243,2.838568588,35.76341948,3,0
1977,22,9,26.19761905,4.157142857,52.72619048,1,0
1985,42,5,1.137171717,2.771725572,84.75313808,1,0
1988,8,5,24.72995781,2.814376321,62.88372093,1,0
1989,5,5,14.75915493,2.8995305160000004,65.12676056,2,0
1997,14,3,10.26432161,4.398492462,73.97126437,1,0
1999,39,7,26.45611222,1.5733466930000002,47.26052104,2,0
2000,4,8,24.65957447,4.523404255,43.53191489,1,0
2002,8,3,7.264539007000001,2.765,50.66906475,1,0
2005,28,5,8.420634921,4.366666667,40.706,2,0
2012,28,7,19.93711968,2.87505071,56.62040816,1,0
2015,20,4,5.232142857,3.288492063,70.42261905,1,0
2019,13,2,4.487053571000001,4.609821429,68.23383085,1,0
2023,44,4,14.89043478,2.5187772930000003,46.07423581,2,0
2026,20,3,3.351497006,3.206586826,72.68862275,1,0
2027,23,10,13.52046784,2.135087719,37.12865497,4,1
2032,8,2,21.0,2.214285714,41.16666667,3,0
2041,5,10,17.02777778,1.850704225,70.92957746,1,0
2043,42,7,17.81611111,3.898324022,57.00636943,1,0
2056,32,3,7.96031746,3.846825397,60.68530021,2,0
2059,45,4,7.757142857000001,3.725,48.10778443,1,0
2062,10,8,27.58452381,4.002380952,28.7797619,1,0
2066,30,4,7.503333333,3.34,61.88888889,1,0
2070,36,11,8.594684385,3.766112957,62.32225914,1,0
2084,14,11,10.43636364,2.18562753,73.80549199,2,0
2089,40,8,17.6013245,3.642666667,39.00666667,5,1
2100,30,3,-2.430545455,2.877454545,76.47169811,2,0
2101,42,2,2.575,2.333333333,63.5,1,0
2108,39,2,13.49844358,3.896498054,64.83739837,1,0
2116,28,5,24.1056962,1.809915612,35.78691983,3,0
2118,5,8,16.17682927,2.1432926830000003,58.07594937,1,0
2119,6,6,21.44444444,3.680689655,25.48965517,3,0
2122,5,9,23.6,1.305294118,42.07058824,1,0
2124,4,7,26.98757764,4.042236025,58.8627451,1,0
2125,23,7,19.07066667,3.464,44.60666667,2,0
2128,22,7,27.89230769,2.6835897440000003,75.52307692,1,0
2133,3,11,13.00111111,2.162222222,70.22346369,1,0
2135,20,4,4.666666667,6.964870259,54.68571429,1,0
2138,4,5,22.14285714,3.596428571,15.26190476,3,0
2143,37,2,-1.77688172,2.493548387,67.25268817,1,0
2144,36,2,10.15506958,2.991451292,63.85135135,1,0
2148,30,4,4.907638888999999,4.31875,66.46180556,1,0
2157,39,3,13.66111111,3.336666667,61.0867052,1,0
2164,19,5,11.9675,4.513207547,66.49056604,2,0
2168,5,7,14.00132013,2.215,87.54208754,1,0
2180,8,11,9.557480315,1.607086614,62.63779528,2,0
2188,14,3,-0.255361596,2.465586035,79.64339152,2,0
2189,22,11,12.49878788,2.782424242,77.81818182,3,0
2195,4,5,22.84545455,4.418686869,19.71212121,1,0
2201,30,5,10.42713568,2.430150754,63.17058824,1,0
2202,32,7,28.52122905,2.331843575,62.46368715,3,0
2203,7,12,7.682608696,4.353623188,79.62121212,1,0
2205,7,5,21.99403579,1.777137177,54.57541899,3,0
2215,36,6,27.75255624,2.045081967,64.96436059,1,0
2223,2,5,18.59,5.407647058999999,66.68322981,1,0
2231,33,8,23.18912281,1.7164912280000002,47.02105263,1,0
2232,20,4,1.630927835,4.039587629,58.41237113,1,0
2235,20,4,10.68196721,2.449180328,54.59863946,1,0
2238,38,3,9.375,3.551953125,75.734375,3,0
2242,2,3,9.05974026,2.37965368,68.18181818,3,0
2261,32,3,7.832947977000001,3.810982659,49.47976879,4,1
2268,23,7,22.89464286,2.836309524,41.63095238,1,0
2273,10,7,25.69277108,3.747682119,29.94666667,4,1
2286,32,2,2.370221328,1.7885311869999998,64.79452055,1,0
2292,23,3,5.777108434,2.739759036,41.31325301,1,0
2300,5,7,12.60282258,3.941129032,84.76146789,1,0
2301,7,7,28.40638298,3.83368984,68.95187166,1,0
2302,22,11,14.01807229,1.475903614,65.99378882,1,0
2304,8,3,12.00412371,1.831443299,66.22424242,1,0
2308,30,4,6.598802395,2.452095808,49.29341317,1,0
2311,3,2,14.56635071,4.096208531,73.44285714,3,0
2314,22,3,13.35856574,2.4820717130000003,73.60215054,1,0
2317,28,6,31.24065934,2.068131868,26.78021978,6,1
2326,39,7,26.29405405,5.5309782610000005,56.09782609,2,0
2328,25,3,0.3014035089999999,4.083508772,73.09747292,1,0
2329,24,5,14.48695652,1.265507246,64.21449275,2,0
2346,36,5,21.41482966,2.318637275,60.81300813,1,0
2348,14,10,17.51400778,1.431102362,67.39130435,2,0
2355,7,7,30.7752809,5.939325843,68.65168539,3,0
2356,2,12,5.7572916670000005,3.664583333,45.578125,3,0
2357,32,3,4.874251497,2.1208,55.25,1,0
2360,39,11,13.39112903,2.361290323,70.97478992,3,0
2362,19,9,19.401197600000003,2.117365269,75.35329341,1,0
2363,3,3,1.680808081,0.7460606059999999,73.11702128,1,0
2368,28,8,26.10778443,3.691616766,29.65269461,1,0
2371,29,9,21.13595506,1.808988764,31.44382022,4,1
2378,39,7,30.08501119,2.024384787,66.48979592,1,0
2382,19,4,7.682008367999999,2.859205021,63.25941423,3,0
2385,14,10,14.18472906,0.755172414,66.26984127,3,0
2397,45,8,26.44186047,3.747093023,28.37209302,1,0
2398,30,4,7.221761657999999,3.423834197,62.12435233,1,0
2405,8,5,22.19821429,2.924404762,77.08724832,1,0
2407,33,7,21.77777778,2.55734127,53.02579365,1,0
2415,8,11,12.47831325,4.326506024,65.46987952,1,0
2416,8,3,18.97619048,5.004761905,72.63095238,1,0
