fire_id,state,discovery_month,Temp_pre_7,Wind_pre_7,Hum_pre_7,fire_size_bin_no,medium_plus
564,TN,Sep,20.64361702,0.89893617,71.85549133,3,0
565,MS,Jul,25.78372093,2.37627907,80.25870647,2,0
566,TX,Apr,20.59081836,3.865868263,59.01234568,3,0
576,AL,Mar,15.81162791,3.331976744,42.61046512,4,1
589,ID,Jun,23.45793651,5.311111111000001,26.63492063,3,0
595,AZ,Nov,9.282738095,2.29047619,25.07142857,3,0
599,KS,Mar,-0.121808511,3.683870968,62.88172043,3,0
606,MS,Nov,12.28061224,2.219897959,60.95419847,1,0
608,CA,May,20.11973392,2.066740576,28.64523282,3,0
613,MS,Feb,10.73869048,3.883928571,51.23780488,4,1
614,CA,Oct,13.28795987,2.7488294310000003,74.04562738,1,0
621,MS,Oct,16.63925926,1.148148148,78.88780488,1,0
627,MT,May,19.40526316,2.884705882,52.97058824,1,0
630,MT,Mar,7.175595238,3.471428571,56.11278195,1,0
632,KY,Mar,9.152777778,1.996620278,62.20905172,2,0
633,MT,Jul,27.43372781,2.595857988,36.36686391,5,1
636,NV,Aug,24.95191257,2.667759563,34.19125683,3,0
642,KY,Apr,8.296296296,3.081987578,65.06206897,1,0
646,AZ,Sep,21.25754527,2.162575453,47.68666667,1,0
654,KS,Oct,10.69871795,4.180769231,39.52564103,5,1
655,GA,Jun,29.16588235,2.149411765,60.68235294,1,0
661,MS,May,24.88502994,1.371257485,63.34730539,1,0
665,SD,Oct,17.62363636,3.907272727,32.08181818,4,1
670,AK,Jul,14.41396226,1.97245283,57.48490566,2,0
671,AR,Jun,25.66555556,2.920555556,61.76666667,4,1
676,ID,Jul,19.52287582,1.321568627,56.91304348,1,0
680,AL,Mar,3.0351190480000003,6.056547619,63.9939759,3,0
685,WV,Mar,3.0421052630000003,3.863186813,62.54857143,3,0
695,MS,Mar,13.86441718,2.654601227,67.16666667,1,0
708,NE,May,10.5025641,6.913675214,65.94642857,2,0
710,MS,Aug,26.27647059,1.766470588,67.41566265,2,0
711,ID,Jul,23.69081081,3.769189189,37.51351351,3,0
714,TX,Jul,30.73737575,3.313518887,56.550898200000006,2,0
721,NM,Apr,4.382938389,6.093838862999999,47.55502392,4,1
722,CA,Jun,21.45119048,2.007142857,37.0,2,0
730,MN,Jul,22.49786325,3.064316239,61.39400428,1,0
744,WI,Apr,10.42857143,3.514285714,28.71428571,1,0
745,NY,Apr,6.235294118,2.9779411760000003,76.12389381,1,0
755,TX,Jan,16.85667752,3.806614786,67.68669528,3,0
763,MT,Apr,4.086904762,3.414285714,68.95238095,1,0
769,TN,Oct,18.60206718,0.396640827,72.41436464,3,0
773,SC,Feb,7.918489066,1.837574553,60.23777778,3,0
775,GA,Feb,18.49152542,3.930322581,71.55199999999999,1,0
778,MS,Jun,25.3,1.109418838,60.77955912,1,0
779,FL,Aug,28.83116279,2.802790698,80.78064516,1,0
782,NY,Aug,21.66622517,2.116225166,86.71276596,1,0
788,TX,Aug,30.54543651,5.9468253970000005,65.97352342,1,0
801,MN,May,7.447524752,3.82039604,74.74576271,1,0
804,GA,Jul,30.27108434,2.025903614,62.28915663,1,0
811,TX,Feb,1.157738095,4.246706587,64.56287425,4,1
817,ID,Aug,25.23728814,4.5360000000000005,42.24571429,2,0
818,CA,Jul,22.94797688,3.1865497080000003,39.78947368,1,0
826,GA,Nov,12.0519774,1.837714286,64.25675676,1,0
834,TN,Apr,11.85675676,1.313513514,66.70813397,4,1
842,SC,Mar,11.84759825,2.445851528,74.69911504,1,0
848,ID,Aug,22.04347826,1.122981366,56.44720497,3,0
856,MS,Feb,2.905952381,3.4101190480000003,76.17261905,1,0
858,AR,Apr,11.98125,2.772321429,66.13145540000001,3,0
860,CA,Sep,14.0,2.016898608,40.77733598,1,0
864,AL,Jul,27.28720379,2.279146919,66.00473934,1,0
873,NM,Jun,30.4622549,5.002941176,41.23039216,1,0
874,MS,Oct,22.28015873,1.154183267,68.12151394,1,0
885,MI,May,7.472043011,5.508695652,70.0,1,0
888,AZ,Jun,22.21686747,4.256626506,38.59036145,1,0
890,NV,Jul,37.02176471,2.988823529,8.970588235,3,0
892,MI,Mar,11.99800797,1.77253012,79.07951807,3,0
897,MS,Jul,27.76267748,1.85821501,56.92494929,1,0
898,WA,Apr,6.512716762999999,2.7354651160000003,51.56395349,3,0
904,CO,Apr,3.431137725,3.032934132,54.74375,3,0
905,GA,Mar,7.420930232999999,0.580952381,74.97619048,1,0
909,AZ,Jun,32.88214286,3.5559523810000004,14.27380952,4,1
919,OK,Feb,7.507186858,3.229774127,61.95652174,4,1
920,NE,Aug,23.6372973,4.107065217,62.65217391,1,0
925,CA,May,18.64674556,3.14556213,50.58579882,2,0
929,MS,Feb,11.6631068,3.216504854,47.07142857,2,0
932,NM,Jul,22.07627119,3.041525424,39.51282051,1,0
933,NC,Aug,24.88797814,1.820111732,83.48414986,1,0
937,NM,Jul,28.66363636,3.603246753,43.79220779,4,1
938,MS,Feb,6.767857143,3.645833333,64.54761905,4,1
947,WI,May,13.77797619,3.206746032,69.03298969,4,1
956,GA,Feb,12.18390805,3.196551724,54.69411765,1,0
959,AL,Mar,15.55339806,2.36195122,72.09444444,4,1
963,MO,Mar,4.064386318,3.162704918,63.47186147,4,1
970,NC,Apr,10.31349206,1.718924303,53.260181,1,0
974,WA,Jul,27.34923077,3.243589744,37.98461538,3,0
984,WI,Sep,17.85738397,2.201687764,70.21834061,1,0
988,OK,Aug,29.46520875,0.015308151,59.43574297,4,1
1002,KY,Mar,9.723350254,3.830456853,74.76470588,1,0
1003,MS,Sep,24.45505618,2.414689266,57.85875706,1,0
1010,SD,Jul,17.94047619,4.036904762,70.03144654,1,0
1013,OK,Apr,9.901834862,5.286697248,60.47368421,4,1
1014,NY,May,11.94857143,3.127011494,59.21264368,1,0
1016,NM,Aug,18.48170732,2.530487805,32.04907975,3,0
1018,WA,Jun,21.19513514,2.821621622,33.01621622,1,0
1023,MS,Sep,24.22619048,1.921357285,69.945,1,0
1031,TN,Nov,1.095045045,3.42,65.39090909,1,0
1040,FL,Jul,27.72897196,4.241121495,73.25233645,1,0
1041,MT,Jul,21.15957447,3.42606383,55.20108696,3,0
1045,AL,Feb,1.3668122269999998,2.843859649,76.18942731,1,0
1062,MT,Apr,4.488317757,5.025700935,70.08530806,1,0
1077,AL,Jan,5.343936382,2.341749503,76.40963855,3,0
1079,MS,Mar,11.16864865,5.258918919,71.0,2,0
1082,AL,Feb,8.858525346,3.4736111110000003,68.13488372,3,0
1083,AZ,Jul,22.78138298,3.083510638,39.87765957,1,0
1085,OK,Feb,3.820289855,2.979227053,67.83832335,2,0
1086,NC,Feb,5.302186879,1.268190855,61.31701632,1,0
1087,MT,Apr,6.373913043,3.517391304,67.04545455,1,0
1089,WV,Jul,26.59116022,2.805524862,48.79558011,2,0
1097,TN,Mar,4.568992248,2.174806202,70.49799197,1,0
1099,SD,Aug,24.26592179,4.410055866,49.36312849,4,1
1101,MN,Apr,10.42460317,5.156150794,54.50198413,4,1
1103,AR,Sep,20.98864865,0.896756757,71.15882353,1,0
1104,MO,Apr,15.41747573,5.126213592,52.50980392,1,0
1105,MS,Mar,11.11845238,3.202380952,52.01785714,4,1
1122,MT,Aug,21.91729323,4.190601504,34.48120301,4,1
1136,GA,Jun,25.73417722,4.169620253,64.25641026,1,0
1151,SD,Apr,6.871287129,7.155445545,57.37623762,1,0
1152,MS,Mar,11.0742515,1.680838323,67.94610778,1,0
1153,OR,Jul,17.42857143,0.867532468,61.48979592,1,0
1182,WA,Aug,24.7391129,4.1384615380000005,32.55060729,1,0
1183,MS,Sep,23.65771429,3.0857142860000004,56.07647059,4,1
1199,NM,Aug,19.89902913,2.92184466,62.18446602,1,0
1207,MI,Jul,24.83928571,4.075595238,79.42857143,3,0
1210,WY,Aug,17.91230769,5.151794872,56.33333333,2,0
1211,FL,Feb,15.68878924,2.623766816,80.39459459,1,0
1212,WV,Apr,14.22715517,3.412068966,47.19565217,4,1
1213,FL,Aug,20.16309524,2.558333333,77.0625,4,1
1214,GA,Apr,22.36904762,3.448717949,56.12857143,1,0
1216,AL,May,20.03092784,3.071649485,70.49681529,1,0
1224,SC,Mar,17.03959391,2.362944162,76.13333333,3,0
1235,AK,Jun,14.63961814,3.4011990410000004,39.89448441,4,1
1236,WV,Nov,14.06578947,3.026315789,66.98684211,1,0
1244,SC,Jun,23.62133891,1.633891213,66.77874187,3,0
1245,MS,Aug,27.28025478,1.824675325,70.75,2,0
1260,AZ,Jul,38.14674556,4.323353293,22.95209581,3,0
1268,MS,Aug,25.78392857,1.419642857,78.66071429,3,0
1271,UT,Jul,28.72413793,1.975862069,30.0,4,1
1276,TX,Jul,27.19137056,1.797435897,72.88717949,3,0
1277,CA,Oct,16.48965517,2.247126437,54.37356322,1,0
1280,GA,Sep,21.72654028,2.945023697,73.13978495,3,0
1285,ME,Jul,23.98511905,3.517261905,69.29761905,1,0
1291,KY,Oct,12.44047619,1.4416666669999998,67.81818182,3,0
1294,MT,Sep,23.27514451,5.056647399,37.3583815,1,0
1297,GA,Aug,28.96215139,1.897211155,63.24455206,1,0
1298,KY,Apr,16.14300518,1.824870466,46.83246073,3,0
1301,TN,Apr,11.83246073,3.441884817,64.51666667,2,0
1304,OK,Mar,10.35990338,3.431884058,69.65217391,5,1
1309,WA,Jun,15.46976744,2.775641026,47.01282051,1,0
1310,MI,May,14.49101796,2.386227545,62.8875,1,0
1311,MS,Mar,6.055357142999999,5.625595238,66.57142857,3,0
1312,MN,Apr,5.446812748999999,3.394023904,48.57884232,1,0
1323,SD,Jun,20.72972973,4.608783784,58.87412587,1,0
1327,AZ,Jul,26.97124736,1.439112051,55.96617336,1,0
1328,NM,May,19.68070175,4.818421053,38.50877193,3,0
1335,MS,Mar,9.161616162,3.702525253,58.94949495,2,0
1336,TX,Aug,32.55976096,2.511354582,47.78884462,1,0
1344,NY,May,11.8,3.051075269,65.03932584,1,0
1348,GA,Apr,17.62186047,3.936744186,77.38834951,2,0
1357,PA,Mar,2.617888563,2.914076246,57.53169014,1,0
1366,MS,Sep,22.88342541,2.053038674,70.6519337,1,0
1368,GA,Mar,14.98396794,3.066733467,51.86744186,1,0
1369,AZ,Jun,24.88571429,3.238095238,29.28571429,2,0
1370,MS,Feb,15.05421687,2.199393939,69.94409938,1,0
1375,TX,Aug,28.02114943,2.956551724,36.32413793,4,1
1376,AL,Nov,8.642642643,2.771771772,79.40939597,1,0
1386,MS,Feb,10.56964286,1.905952381,67.38690476,3,0
1393,ID,Aug,21.92650334,1.775723831,42.03786192,5,1
1396,OK,Feb,10.32666667,3.572727273,70.52201258,1,0
1399,CO,Mar,4.528089888,4.434831461,44.6011236,1,0
1407,MS,May,27.68118812,3.261386139,56.90099010000001,1,0
1423,MN,May,9.033730159,5.133732535,68.85154639,3,0
1430,NM,Jul,18.76190476,3.024404762,39.18055556,2,0
1432,GA,Mar,14.25729537,2.016014235,80.81349206,1,0
1436,TX,Aug,28.35515464,1.832989691,75.32989691,1,0
1437,GA,Jul,28.84695122,1.432317073,71.65822785,2,0
1443,GA,Jul,29.20299401,1.708982036,58.23952096,1,0
1451,NY,Apr,6.184210526,2.340350877,67.27027027,1,0
1454,ID,Jul,24.20175439,3.071345029,39.26900585,2,0
1455,ND,May,15.05357143,5.494011976,70.21556886,3,0
1459,FL,Aug,27.46305419,1.675862069,77.5320197,2,0
1466,OK,Jul,26.39516908,3.32815534,73.12135922,3,0
1474,NM,Jul,21.69805195,4.006493506,51.99350649,1,0
1489,KY,Mar,8.592814371000001,2.037724551,57.15060241,1,0
1490,WI,Apr,9.542857143,4.906547619,52.94047619,3,0
1494,MS,Aug,26.72097902,2.1881118880000003,76.81118881,1,0
1496,MN,Apr,4.84040404,2.993737374,50.51214575,1,0
1504,AR,Aug,32.99244186,1.802906977,53.93604651,3,0
1509,MS,Mar,11.4516129,3.566129032,70.44262295,1,0
1512,TX,Mar,13.82056452,1.919758065,63.89430894,1,0
1518,CA,Jun,16.10176471,1.987647059,46.76470588,2,0
1519,AZ,Jun,37.69642857,4.475,15.53571429,1,0
1522,WV,Jun,22.7744856,1.19382716,69.15767635,1,0
1527,MN,Apr,8.36547619,4.410119048,48.08383234,1,0
1528,NC,Apr,17.65148515,2.0873267330000003,73.79826464,4,1
1531,NM,May,16.77653631,6.015083799,17.68156425,1,0
1536,MT,Aug,19.07692308,3.011188811,57.65734266,4,1
1539,NC,Feb,-3.091071429,5.149404762,88.85271318,1,0
1542,AZ,Aug,22.8974359,4.971052632,36.28947368,1,0
1543,TX,Feb,16.36607143,2.169047619,77.14880952,1,0
1545,SC,Apr,11.82926829,2.691608392,64.03355705,2,0
1554,AR,Jun,27.55465116,1.6947674419999998,54.28571429,1,0
1564,AZ,Aug,31.31587302,1.568253968,35.26984127,1,0
1566,NV,May,15.45341615,4.060248447,22.80124224,4,1
1568,AL,May,24.69078341,2.982949309,68.52073733,2,0
1582,MS,May,22.4952381,2.085263158,65.83157895,1,0
1585,GA,Nov,17.01192843,2.250497018,68.29273504,1,0
1593,MT,Mar,0.986868687,3.903045685,58.52284264,2,0
1596,KY,Apr,13.67767857,2.312946429,62.62331839,1,0
1597,SC,Oct,12.84285714,1.879387755,56.66972477,2,0
1608,FL,Feb,15.90178571,3.25952381,78.19642857,3,0
1613,NC,Feb,9.27833002,1.681510934,50.80110497,1,0
1620,OK,Mar,4.796407186000001,3.462275449,67.89620758,2,0
1624,CO,Jul,27.89349593,4.998373984,22.63414634,5,1
1627,MN,Apr,3.882936508,3.222111554,55.70647773,4,1
1628,MS,Mar,9.313953488,3.629457364,60.2,1,0
1629,MT,Aug,20.06464646,2.070618557,45.42268041,5,1
1633,OK,Sep,25.17821782,3.944554455,53.82376238,3,0
1634,NM,Jun,22.992,4.2264,23.19438878,2,0
1635,MS,Feb,11.239,2.991,57.64210526,1,0
1639,KS,Sep,22.55467197,4.744333996,54.79125249,1,0
1642,GA,May,26.01785714,2.7450396830000003,62.75925926,2,0
1643,UT,Aug,22.33687151,2.129775281,42.88202247,3,0
1650,MS,Mar,10.57738095,2.942261905,60.35151515,1,0
1664,NY,Jul,23.00952381,2.925,65.17261905,1,0
1669,AZ,Jul,26.3902439,3.704878049,32.63414634,1,0
1673,MS,Feb,11.62732919,2.024223602,66.62111801,3,0
1677,CA,Aug,25.25,1.9125,55.44578313,4,1
1688,MN,Apr,11.02788845,2.456972112,51.12195122,1,0
1694,NC,Jul,26.0362,1.6626,81.536,1,0
1707,ID,Aug,26.09821429,4.310119048,27.19642857,1,0
1710,NV,Oct,7.584868421,1.592763158,60.55033557,3,0
1711,NC,Apr,14.32231076,1.379880478,64.32352941,1,0
1713,WV,Apr,9.515546218,1.913865546,71.38709677,1,0
1714,TN,Mar,1.493971631,3.865248227,75.64855072,1,0
1717,WV,Apr,8.239130435,3.754744526,69.18181818,1,0
1718,NM,Jun,20.76923077,2.930769231,34.30769231,1,0
1719,NM,Apr,25.93928571,5.4059523810000005,72.20238095,4,1
1731,MS,Mar,7.023809524,2.439880952,55.64285714,1,0
1737,MN,Apr,6.0,4.195436508,55.08134921,1,0
1754,NY,May,16.61935484,4.140458015,49.66412214,1,0
1755,MT,Jun,13.98765432,3.74382716,60.0308642,1,0
1761,GA,Mar,8.296222664,3.165407555,74.57718121,1,0
1772,WY,Aug,21.21052632,4.578947368,43.52631579,1,0
1776,TN,Mar,11.19698492,2.57839196,67.21105528,2,0
1791,ND,Oct,6.223529412,6.524852071000001,57.11851852,4,1
1792,GA,Mar,10.3234127,1.824801587,77.67118644,3,0
1794,GA,Aug,28.91968912,1.516580311,64.64829396,1,0
1795,TX,Jun,27.37510204,5.787346939,80.52674897,1,0
1797,TX,Jun,29.12688172,2.905411255,64.92165899,3,0
1801,MS,Feb,10.53622449,3.532142857,60.38265306,3,0
1802,GA,Jul,28.48154762,2.947305389,64.17964072,1,0
1818,NV,Jul,28.00714286,4.068867925,17.24528302,4,1
1821,AL,Dec,-3.43452381,5.120238095,74.36309524,3,0
1834,SC,Feb,4.265740741,3.843055556,46.65550239,1,0
1835,AK,Jun,28.35119048,4.417857143,76.75595238,3,0
1837,SD,Aug,25.87696629,5.008426966,51.88764045,1,0
1855,ID,Aug,21.28657315,1.4360721440000002,50.0761523,6,1
1856,KY,Oct,16.027322400000003,1.006557377,57.49726776,4,1
1861,UT,Jul,27.4,3.2061538460000003,30.42051282,4,1
1864,AR,Sep,26.18712871,0.894527363,74.77486911,1,0
1878,LA,Feb,11.78472222,2.029563492,66.63793103,2,0
1881,FL,Jul,27.15911111,2.482666667,76.94666667,1,0
1886,SC,Feb,7.932405567000001,1.733996024,58.612033200000006,2,0
1898,KY,Nov,8.007239819,1.890045249,69.70807453,4,1
1906,FL,Feb,7.066666667000001,3.25045045,72.52968037,3,0
1909,OK,Apr,10.72008929,4.583928571,68.05803571,4,1
1913,OK,Aug,30.09343936,2.021868787,60.38181818,2,0
1920,GA,Mar,19.63243243,3.4606177610000004,80.31779661,1,0
1923,NV,Jul,26.72688172,2.966129032,27.14516129,4,1
1924,AR,Aug,33.36428571,1.923626374,50.19230769,2,0
1926,FL,Mar,13.27218935,3.088757396,66.02380952,3,0
1932,MS,Nov,17.45939394,1.861212121,78.78787879,1,0
1942,GA,May,13.5702381,2.864880952,59.93452381,1,0
1945,ND,Apr,9.550295858,3.858579882,53.73584906,1,0
1953,GA,Sep,24.2075,2.8525,67.25,2,0
1955,MN,Mar,11.05122951,3.957172131,57.63869464,1,0
1971,TX,Oct,23.95626243,2.838568588,35.76341948,3,0
1977,MS,Sep,26.19761905,4.157142857,52.72619048,1,0
1985,WA,May,1.137171717,2.771725572,84.75313808,1,0
1988,GA,May,24.72995781,2.814376321,62.88372093,1,0
1989,CA,May,14.75915493,2.8995305160000004,65.12676056,2,0
1997,KY,Mar,10.26432161,4.398492462,73.97126437,1,0
1999,TX,Jul,26.45611222,1.5733466930000002,47.26052104,2,0
2000,AZ,Aug,24.65957447,4.523404255,43.53191489,1,0
2002,GA,Mar,7.264539007000001,2.765,50.66906475,1,0
2005,NM,May,8.420634921,4.366666667,40.706,2,0
2012,NM,Jul,19.93711968,2.87505071,56.62040816,1,0
2015,MN,Apr,5.232142857,3.288492063,70.42261905,1,0
2019,KS,Feb,4.487053571000001,4.609821429,68.23383085,1,0
2023,WV,Apr,14.89043478,2.5187772930000003,46.07423581,2,0
2026,MN,Mar,3.351497006,3.206586826,72.68862275,1,0
2027,MT,Oct,13.52046784,2.135087719,37.12865497,4,1
2032,GA,Feb,21.0,2.214285714,41.16666667,3,0
2041,CA,Oct,17.02777778,1.850704225,70.92957746,1,0
2043,WA,Jul,17.81611111,3.898324022,57.00636943,1,0
2056,OK,Mar,7.96031746,3.846825397,60.68530021,2,0
2059,WY,Apr,7.757142857000001,3.725,48.10778443,1,0
2062,ID,Aug,27.58452381,4.002380952,28.7797619,1,0
2066,NY,Apr,7.503333333,3.34,61.88888889,1,0
2070,SC,Nov,8.594684385,3.766112957,62.32225914,1,0
2084,KY,Nov,10.43636364,2.18562753,73.80549199,2,0
2089,UT,Aug,17.6013245,3.642666667,39.00666667,5,1
2100,NY,Mar,-2.430545455,2.877454545,76.47169811,2,0
2101,WA,Feb,2.575,2.333333333,63.5,1,0
2108,TX,Feb,13.49844358,3.896498054,64.83739837,1,0
2116,NM,May,24.1056962,1.809915612,35.78691983,3,0
2118,CA,Aug,16.17682927,2.1432926830000003,58.07594937,1,0
2119,CO,Jun,21.44444444,3.680689655,25.48965517,3,0
2122,CA,Sep,23.6,1.305294118,42.07058824,1,0
2124,AZ,Jul,26.98757764,4.042236025,58.8627451,1,0
2125,MT,Jul,19.07066667,3.464,44.60666667,2,0
2128,MS,Jul,27.89230769,2.6835897440000003,75.52307692,1,0
2133,AR,Nov,13.00111111,2.162222222,70.22346369,1,0
2135,MN,Apr,4.666666667,6.964870259,54.68571429,1,0
2138,AZ,May,22.14285714,3.596428571,15.26190476,3,0
2143,SD,Feb,-1.77688172,2.493548387,67.25268817,1,0
2144,SC,Feb,10.15506958,2.991451292,63.85135135,1,0
2148,NY,Apr,4.907638888999999,4.31875,66.46180556,1,0
2157,TX,Mar,13.66111111,3.336666667,61.0867052,1,0
2164,MI,May,11.9675,4.513207547,66.49056604,2,0
2168,CA,Jul,14.00132013,2.215,87.54208754,1,0
2180,GA,Nov,9.557480315,1.607086614,62.63779528,2,0
2188,KY,Mar,-0.255361596,2.465586035,79.64339152,2,0
2189,MS,Nov,12.49878788,2.782424242,77.81818182,3,0
2195,AZ,May,22.84545455,4.418686869,19.71212121,1,0
2201,NY,May,10.42713568,2.430150754,63.17058824,1,0
2202,OK,Jul,28.52122905,2.331843575,62.46368715,3,0
2203,FL,Dec,7.682608696,4.353623188,79.62121212,1,0
2205,FL,May,21.99403579,1.777137177,54.57541899,3,0
