,fire_size,fire_cause,latitude,longitude,state,discovery_month,putout_time,year
37727,25.0,Lightning,38.2141,-114.5519,NV,Jul,0,1999
37739,7.0,Arson,47.61138889,-92.44527778,MN,Oct,1,2011
37751,20.0,Arson,34.091705,-85.814258,AL,Mar,0,2008
37752,15.0,Utilities,33.06945,-92.96811,AR,Aug,0,2012
37756,60.1,Lightning,42.02087,-113.96116,ID,Jul,0,2000
37758,15.0,Debris Burning,33.3154,-83.3599,GA,Mar,0,1994
37761,2.5,Lightning,37.7333,-114.0841,NV,Aug,0,1993
37764,1.0,Arson,31.918239,-88.91746056,MS,Sep,0,1993
37766,108.0,Lightning,36.55083333,-112.4119444,AZ,Aug,11,2004
37776,40.0,Utilities,38.65,-96.17,KS,Apr,0,2015
37780,7.5,Debris Burning,36.393717,-85.492283,TN,Apr,0,2014
37782,0.97,Debris Burning,32.26146667,-83.28631667,GA,Oct,0,2014
37784,90.0,Utilities,39.199969,-121.436289,CA,Oct,1,2002
37787,11.0,Utilities,40.82722,-76.15444000000001,PA,May,0,2011
37797,1.16,Debris Burning,34.7215,-84.8852,GA,Feb,0,1995
37799,3.0,Debris Burning,41.976000000000006,-117.6251,NV,Jul,1,1999
37801,4.0,Utilities,35.2942,-119.5686,CA,May,0,2006
37803,10.0,Arson,33.516666,-79.316666,SC,Mar,0,2014
37811,20.0,Accidental,37.46833333,-91.03333333,MO,Oct,3,1992
37819,2.0,Arson,31.25775912,-88.73266401,MS,Dec,0,1992
37829,30.55,Debris Burning,31.40462789,-83.52327819,GA,May,0,2011
37834,2.5,Lightning,32.64972222,-108.4886111,NM,Jun,1,2009
37839,1.5,Utilities,34.510696,-82.520538,SC,Feb,0,2015
37842,4.0,Debris Burning,30.7847159,-89.52834499,MS,Feb,0,2015
37849,1.5,Utilities,33.34833333,-116.74666670000002,CA,Jun,0,2011
37850,24.0,Utilities,42.6664,-114.2797,ID,Aug,0,2005
37851,5.0,Arson,33.1351,-110.1193,AZ,May,0,1998
37852,4.0,Debris Burning,36.43805,-84.444767,TN,Apr,0,2015
37853,3.3,Debris Burning,31.756,-84.5988,GA,Apr,0,1992
37855,10.0,Debris Burning,41.27083751,-112.1027971,UT,Sep,1,2013
37865,17.9,Debris Burning,33.42552778,-82.909075,GA,Mar,0,2013
37866,1.75,Accidental,42.2566,-73.5826,NY,Apr,0,2013
37875,2.0,Arson,31.98795448,-89.66949068,MS,Feb,0,1996
37876,5.51,Debris Burning,32.5955,-83.2847,GA,Jan,0,1995
37877,1.0,Arson,35.26861111,-93.41305556,AR,Jan,0,2006
37883,19.94,Arson,34.533,-85.27799999999999,GA,Nov,0,2001
37885,4.0,Debris Burning,36.74636841,-83.85878754,KY,Apr,0,2013
37893,15.0,Arson,31.68082414,-89.91284332,MS,Dec,0,1996
37900,4.0,Arson,48.3599,-118.2094,WA,Jul,2,1994
37903,10.0,Arson,36.19666667,-92.35333333,AR,Dec,1,1995
37909,1.0,Utilities,40.512661,-122.343031,CA,Apr,0,1999
37914,2.0,Arson,34.88916664,-95.23566667,OK,Mar,0,2003
37919,100.0,Debris Burning,43.0,-108.9173,WY,Mar,0,1994
37921,0.8,Debris Burning,34.82059,-85.71328299999999,AL,Apr,0,2005
37923,73.0,Lightning,35.085,-112.9333333,AZ,Jun,1,1994
37924,1.0,Lightning,40.7816,-115.5526,NV,Jun,0,2004
37926,3.0,Debris Burning,34.84674167,-85.57582778,GA,Feb,0,2014
37927,1.0,Lightning,39.96666667,-111.4716667,UT,Aug,0,1992
37929,142.0,Accidental,35.3166,-118.4176,CA,Aug,1,1993
37931,3.0,Accidental,33.3167,-110.434,AZ,May,0,1993
37935,59.13,Debris Burning,34.9272,-84.9494,GA,Feb,0,2000
37938,1.0,Arson,41.0617,-123.6842,CA,Jun,1,2015
37939,1.8,Arson,35.6789,-86.14676700000001,TN,Mar,1,2011
37940,2.2,Debris Burning,31.15673333,-83.71474722,GA,Feb,0,2015
37942,40.0,Debris Burning,33.09027778,-94.39944444,TX,Apr,0,2009
37944,1.0,Debris Burning,34.06154651,-89.37799061,MS,Mar,0,1992
37955,16.1,Lightning,43.27308,-116.18978,ID,Aug,0,2007
37957,5.0,Arson,33.62365447,-90.00905777,MS,Mar,0,1993
37958,40.0,Utilities,32.03754448,-110.0893725,AZ,Apr,1,1992
37960,2.0,Lightning,32.8175,-104.6914,NM,Jul,1,2005
37963,1.2,Lightning,34.17666667,-109.56,AZ,Aug,0,1994
37967,4.0,Debris Burning,39.1375,-120.15416670000002,CA,Nov,0,2011
37976,1.0,Lightning,45.8892,-100.5674,SD,Jul,0,2006
37994,1.0,Debris Burning,31.849486,-87.560897,AL,Aug,0,2004
37999,35.6,Debris Burning,36.8594,-94.865,OK,Oct,4,2010
38008,4.7,Lightning,44.0022222,-115.595556,ID,Aug,3,2010
38013,7.0,Accidental,47.00277778,-121.8655556,WA,Oct,4,2002
38019,10.0,Lightning,40.9166,-121.1677,CA,Aug,4,1992
38021,1.54,Arson,42.21114417,-75.07299021,NY,Apr,0,2008
38023,2.0,Accidental,45.67083333,-121.2427778,OR,Aug,0,1995
38024,3.0,Utilities,36.946362,-85.52179699999999,KY,Oct,0,2014
38027,1082.0,Lightning,37.5642,-119.6703,CA,Nov,40,2007
38029,50.0,Debris Burning,34.46226871,-90.12094781,MS,Mar,0,1993
38035,12.0,Lightning,47.95,-108.634,MT,Aug,1,1994
38036,0.7,Lightning,35.77666667,-106.4333333,NM,Jun,0,1997
38041,1.8,Lightning,34.1767,-110.2773,AZ,Sep,1,1998
38043,1.24,Arson,43.00037865,-73.8731943,NY,Apr,0,2006
38045,2.0,Lightning,31.2247,-85.0753,GA,Jul,0,1996
38046,2.0,Debris Burning,35.24505,-91.94749,AR,Mar,0,2011
38049,2.0,Debris Burning,48.0069,-94.7683,MN,Apr,0,2003
38059,34.0,Arson,46.49558,-120.57057,WA,Oct,1,2013
38061,2.0,Utilities,33.94,-116.8833333,CA,Aug,0,1992
38062,4.0,Arson,33.12988461,-89.17315059,MS,Aug,0,1998
38064,12.0,Utilities,38.23984885,-81.81328926,WV,Apr,0,2004
38068,2.0,Arson,32.50527507,-88.94704781,MS,May,0,1998
38069,2.5,Debris Burning,33.2987,-84.7305,GA,Feb,0,2002
38070,6.74,Debris Burning,34.18535833,-85.15802778,GA,May,0,2015
38075,2.0,Utilities,32.62166667,-95.00555556,TX,Jul,0,2011
38079,2.0,Utilities,39.533061,-121.549411,CA,May,0,2004
38083,56.0,Utilities,48.2454,-118.1692,WA,Jul,10,2001
38085,3.0,Accidental,40.88821,-96.75539,NE,Jul,0,2012
38087,20.0,Arson,36.01381,-118.7881,CA,Jun,0,2007
38093,63.0,Utilities,39.83416667,-120.75,CA,Jul,1,2002
38097,35.82,Debris Burning,32.93683333,-82.05383333,GA,Oct,0,2014
38100,2.0,Debris Burning,32.3632,-95.22976667,TX,Feb,0,2012
38107,1.25,Lightning,30.6924,-82.0596,GA,Jul,0,1993
38109,1.0,Accidental,34.116867,-117.18005,CA,May,0,2014
38120,3.1,Lightning,26.7693,-81.4203,FL,Jun,0,2014
38125,15.0,Utilities,41.6098,-120.398719,CA,Jul,0,1998
38126,1.0,Accidental,45.2666,-107.3673,MT,Jul,0,2002
38133,16.13,Arson,32.6303,-85.01,GA,Feb,0,2002
38134,25.0,Arson,34.5544,-96.3058,OK,Dec,0,2005
38142,12.0,Lightning,38.53611111,-119.65833329999998,CA,Aug,3,2004
38147,5.0,Debris Burning,30.28818069,-89.38708981,MS,Oct,0,2014
38151,3.0,Debris Burning,31.32333333,-83.02666667,GA,Sep,0,2013
38153,12.0,Debris Burning,47.44191289,-95.4190916,MN,Apr,0,2014
38159,3.0,Debris Burning,33.1501,-111.7824,AZ,Aug,0,1993
38171,0.8,Lightning,37.82111111,-118.6863889,CA,Aug,0,2003
38179,2.61,Debris Burning,31.4989,-84.6573,GA,Mar,0,1996
38186,15.0,Accidental,37.152,-84.348,KY,Mar,0,2002
38187,5.25,Debris Burning,33.8817,-85.2698,GA,Apr,0,2002
38188,0.8,Lightning,40.33833333,-123.3563889,CA,Jun,3,2015
38191,4.0,Utilities,34.859879,-82.785782,SC,Jan,0,2014
38196,2.0,Debris Burning,35.153940000000006,-93.32967,AR,Oct,0,2011
38200,2.25,Arson,41.37378424,-74.53925953,NY,Apr,0,2003
38201,1.0,Utilities,30.2576,-82.4838,FL,Oct,0,2015
38202,1.0,Debris Burning,39.54738493,-78.26038913,WV,Apr,0,2013
38204,1.0,Debris Burning,30.4279,-83.2988,FL,Mar,0,2015
38208,10.0,Lightning,44.2166,-116.5343,ID,Aug,1,1994
38209,5.0,Lightning,38.96833333,-105.385,CO,Jun,2,1998
38218,197.0,Lightning,45.44611111,-114.6163889,ID,Sep,41,1999
38223,5.0,Arson,27.6875,-82.4604,FL,Mar,0,2013
38224,3.0,Arson,33.89666667,-116.7616667,CA,Jul,0,1996
38242,5.2,Lightning,46.86916667,-110.8969444,MT,Sep,8,2011
38247,5.0,Arson,47.0958,-95.7925,MN,Apr,0,2001
38254,24.75,Accidental,31.96993417,-83.68225564,GA,Jan,0,2011
38260,1.0,Debris Burning,35.012283000000004,-87.0639,TN,Sep,0,2010
38267,5000.0,Debris Burning,38.44277778,-96.48222222,KS,Apr,0,2011
38269,10.0,Arson,31.15728042,-89.84468145,MS,Dec,0,1993
38271,4.1,Lightning,35.04694444,-111.47944440000002,AZ,Jul,30,2013
38276,15.0,Lightning,33.50166667,-110.8333333,AZ,Aug,1,1995
38277,0.7,Utilities,47.52416667,-116.5997222,ID,Aug,1,2012
38278,1.04,Arson,34.3784,-83.9918,GA,Apr,0,2002
38279,6.0,Debris Burning,32.36153457,-89.85742854,MS,Aug,0,1999
38283,4.0,Arson,34.3775,-97.8094,OK,Aug,0,2006
38289,21.0,Lightning,33.35093,-110.31565,AZ,Jul,0,2008
38291,2.5,Lightning,30.78571667,-82.60953056,GA,Jul,0,2014
38292,48.0,Arson,31.239062,-88.031539,AL,Jan,0,2003
38296,3.49,Debris Burning,31.23775544,-82.4028778,GA,Feb,0,2012
38297,17.0,Arson,34.289423,-87.800885,AL,Apr,0,2006
38305,2.0,Accidental,45.51522046,-87.78962736,MI,Oct,1,1993
38308,2.0,Debris Burning,31.474416,-86.829051,AL,Apr,0,2004
38318,600.0,Lightning,45.4128,-107.6372,MT,Aug,0,2006
38320,1.0,Arson,33.87725377,-89.78422312,MS,Nov,0,1993
38324,6.0,Debris Burning,40.741121,-111.356994,UT,Apr,1,2010
38328,72.0,Arson,34.90441486,-89.23997532,MS,Mar,0,1996
38334,0.7,Utilities,32.071151,-86.82998,AL,Apr,0,2004
38338,1.0,Lightning,41.725,-121.7283333,CA,May,0,1992
38342,30.45,Lightning,32.22230883,-83.03851264,GA,May,0,2011
38347,1.0,Lightning,35.2147,-109.0836,AZ,Jun,0,2008
38349,15.0,Arson,35.05611111,-84.49888889,TN,Mar,1,2008
38356,6.0,Debris Burning,35.97843,-91.39646,AR,Aug,0,2012
38357,2.0,Debris Burning,47.65472222,-94.59888889,MN,May,0,2011
38360,31.0,Arson,30.9763588,-89.53629079999999,MS,Feb,0,1992
38362,18.0,Lightning,34.92194444,-120.0519444,CA,Aug,1,2008
38369,6.0,Arson,32.00895314,-89.81522609,MS,Sep,0,1999
38374,8.5,Lightning,33.37138889,-109.0186111,NM,Jun,5,2006
38378,1.0,Debris Burning,45.74045195,-93.62088713,MN,Apr,0,2012
38382,3.6,Utilities,41.60758,-87.28408,IN,Apr,1,2014
38385,1.5,Debris Burning,41.09,-88.729722,IL,Nov,0,2010
38388,3.0,Lightning,35.38166667,-111.4522222,AZ,Aug,11,2011
38389,100.0,Lightning,41.1939,-109.2265,WY,Jun,3,2000
38396,0.6,Debris Burning,35.30694444,-108.4772222,NM,Jul,1,2011
38397,20.0,Debris Burning,40.357495,-109.346566,UT,Apr,2,2010
38400,5.0,Arson,47.9708,-99.0962,ND,Nov,0,1999
38401,2.0,Arson,30.7881653,-88.51196462,MS,Jan,0,1993
38402,8.0,Accidental,37.2186,-108.6757,CO,Jul,0,2000
38403,2.0,Lightning,62.35,-141.77,AK,Jun,12,2013
38406,3.6,Accidental,32.34613166,-82.5311103,GA,Nov,0,2011
38417,1.0,Debris Burning,39.969717,-122.08,CA,Dec,0,2013
38418,1.0,Debris Burning,48.27166667,-115.505,MT,May,0,1999
38423,1.0,Arson,48.8583,-99.8349,ND,Oct,0,2005
38432,0.75,Debris Burning,33.06493056,-84.34040278,GA,Nov,0,2013
38436,10.0,Debris Burning,45.4286,-97.177,SD,Apr,0,2005
38440,10.0,Arson,34.16916667,-87.25166667,AL,May,0,2007
38442,24.0,Arson,33.946928,-87.522795,AL,Jan,0,2005
38443,1.5,Lightning,42.80553,-122.24447,OR,Jul,2,2002
38445,30.0,Arson,31.76867308,-89.25563197,MS,Feb,0,1992
38446,2.0,Debris Burning,36.69634,-84.0343,KY,Nov,0,2010
38448,5.0,Debris Burning,48.54557375,-96.62496732,MN,Oct,0,2011
38454,22.0,Arson,35.585483,-85.4183,TN,Feb,0,2011
38460,0.53,Arson,33.8988,-85.2906,GA,Aug,0,1993
38466,60.0,Lightning,31.05444444,-93.55694444,TX,Aug,0,2011
38467,1.0,Arson,44.20015,-90.38528,WI,May,0,2012
38469,2.0,Lightning,65.9953,-153.9468,AK,Jul,1,2000
38472,0.75,Debris Burning,34.8584,-84.3447,GA,Feb,0,2002
38475,1.0,Debris Burning,25.639889,-80.508111,FL,Mar,0,1994
38478,2.5,Debris Burning,43.98071479,-84.79797182,MI,May,2,1992
38487,2.5,Lightning,42.04790101,-76.96223165,NY,Mar,0,2009
38488,3.0,Arson,31.077842,-87.50543,AL,Mar,0,2006
38492,27.0,Lightning,32.37998333,-94.054,TX,Sep,0,2011
38495,254.0,Lightning,43.023,-122.2314,OR,Sep,56,2011
38503,5.6,Debris Burning,30.98535414,-83.0601026,GA,Jun,0,2011
38511,0.78,Debris Burning,31.1559,-84.1354,GA,Jan,0,1997
38516,1.74,Debris Burning,43.32612783,-77.99522449,NY,Apr,0,2005
38518,8.0,Arson,31.33332692,-89.10632677,MS,Jan,0,1992
38520,2.2,Lightning,40.6275,-108.4586,CO,Jul,3,2007
38526,1.33,Debris Burning,32.2356,-83.5102,GA,Feb,0,2000
38530,85.0,Debris Burning,37.24063,-83.52946,KY,Mar,0,2009
38539,7.3,Arson,26.0955,-98.2689,TX,Oct,0,1993
38541,1.0,Debris Burning,30.5049,-87.0927,FL,Sep,0,2015
38548,10.0,Debris Burning,30.9097,-85.0899,FL,Jan,0,2012
38551,10.0,Arson,32.73333333,-116.95,CA,Jul,0,1999
38558,5.6,Debris Burning,32.24107385,-84.0798643,GA,May,0,2011
38562,3.0,Debris Burning,47.0988,-95.8534,MN,Mar,0,2003
38566,3.0,Debris Burning,31.437743800000003,-85.3421229,AL,Dec,0,2011
38567,1.0,Debris Burning,47.8833,-94.9669,MN,May,0,1994
38569,125.0,Arson,35.75483335,-95.15145,OK,Oct,0,2011
38571,2602.0,Utilities,37.45,-114.3508,NV,Jul,4,1998
38572,9.92,Debris Burning,32.681,-82.8044,GA,Aug,0,1993
38573,2.0,Lightning,45.785,-114.785,ID,Jul,119,2009
38574,1.0,Debris Burning,31.756888,-85.900624,AL,Sep,0,2003
38576,1.0,Lightning,42.87027778,-110.7083333,WY,Aug,1,2000
38577,5.0,Debris Burning,34.68319895,-89.98928105,MS,Apr,0,1996
38578,14.0,Arson,31.34887947,-88.98688074,MS,Feb,0,1992
38581,0.63,Debris Burning,46.59724,-91.06038,WI,Jul,0,2015
38582,7.0,Utilities,44.03737,-85.07813,MI,Sep,0,2001
38587,1.0,Debris Burning,38.184740000000005,-92.804531,MO,Jul,0,2014
38589,60.0,Debris Burning,38.78,-95.29,KS,Mar,0,2015
38596,30.0,Lightning,32.734,-110.4679,AZ,Aug,1,1995
38598,17.0,Accidental,43.218790000000006,-116.38592,ID,Sep,1,2006
38601,10.0,Arson,32.72892621,-90.03443447,MS,Sep,0,1995
38605,10.0,Debris Burning,37.32,-95.66,KS,Mar,0,2015
38606,14.4,Lightning,66.6736,-158.9475,AK,Jul,1,2012
38608,1.0,Arson,35.411667,-84.920433,TN,May,0,2010
38619,5.0,Debris Burning,33.535194,-79.754799,SC,Feb,0,2011
38621,3.0,Arson,31.50486193,-89.81227668,MS,Sep,0,1995
38622,3.0,Lightning,42.6187,-123.6031,OR,Jun,2,1995
38624,1.0,Lightning,32.82833333,-116.4452778,CA,Aug,0,2003
38625,0.7,Accidental,47.46907966,-92.57790017,MN,Apr,0,2015
38631,2.0,Arson,34.74925155,-88.81387769,MS,Nov,0,2012
38638,17.0,Lightning,39.7066,-112.2055,UT,Jul,11,2003
38642,15.0,Utilities,27.9001,-82.1672,FL,May,0,2012
38644,10.0,Utilities,39.247531,-121.140431,CA,Jul,0,2000
38645,0.7,Lightning,44.71,-111.6,MT,Sep,1,1994
38649,0.64,Debris Burning,33.4357,-84.4446,GA,Feb,0,1994
38650,75.0,Arson,33.6931,-85.3084,GA,Nov,0,2001
38652,1.0,Accidental,36.88948,-87.16512,KY,Oct,0,2007
38653,8.0,Debris Burning,31.097145,-85.10505400000001,AL,Apr,0,2007
38655,0.8,Accidental,43.98305556,-121.30694440000002,OR,Sep,1,2009
38657,5.0,Debris Burning,31.73896667,-95.37363333,TX,Oct,0,2010
38659,72.13,Debris Burning,33.3238364,-82.55098504,GA,Mar,0,2011
38664,11641.0,Lightning,65.6811,-141.1564,AK,Jun,24,2005
38667,6.0,Debris Burning,29.6561,-82.7103,FL,Jan,0,2012
38677,0.63,Debris Burning,34.67180556,-84.3508,GA,Feb,0,2015
38678,2.0,Debris Burning,33.714764,-81.560577,SC,Apr,0,2014
38680,2.0,Debris Burning,30.91990332,-88.70480361,MS,Mar,0,1993
38685,94.0,Lightning,38.59,-120.0275,CA,Sep,9,2014
38688,2.0,Debris Burning,34.61627034,-89.48689272,MS,Feb,0,2015
38693,2.0,Arson,41.268117,-123.7836,CA,Sep,0,2013
38700,1.0,Debris Burning,37.24337,-87.4676,KY,Oct,0,2010
38704,4.51,Arson,32.527,-83.4881,GA,Sep,0,1997
38707,0.65,Debris Burning,32.0303,-84.7618,GA,Oct,0,2001
38718,4.0,Debris Burning,34.73746557,-89.80936168,MS,Jan,0,1996
38719,10.0,Arson,34.75322487,-88.31758086,MS,Aug,0,1999
38721,0.85,Debris Burning,31.58702553,-83.05826953,GA,Jan,0,2012
38722,2.0,Accidental,41.9874,-116.177,NV,Jul,0,2000
38724,11.0,Debris Burning,42.8592,-115.5497,ID,Apr,0,2008
38728,2.0,Arson,47.9722,-98.8559,ND,Apr,0,1996
38732,0.8,Arson,47.8694,-94.9675,MN,Apr,0,2012
38737,25.0,Debris Burning,47.58,-97.35,ND,May,0,2013
38743,26.31,Debris Burning,32.51428056,-83.42308889,GA,Mar,0,2013
38750,1.33,Arson,43.44062339,-76.23202578,NY,Apr,0,2006
38756,2.0,Utilities,33.042592,-85.532617,AL,Mar,0,2007
38759,26.2,Arson,31.6645376,-83.93388178,GA,May,0,2011
38760,67.0,Lightning,29.8045,-99.4861667,TX,Sep,0,2011
38769,274.0,Debris Burning,37.300990000000006,-83.3244,KY,Oct,0,2010
38772,1.0,Lightning,34.09596,-92.48038,AR,Aug,0,2011
38773,20.0,Utilities,35.67699,-91.91691,AR,Jun,0,2012
38790,10.0,Arson,33.5,-85.86666667,AL,Mar,0,1992
38792,3.0,Debris Burning,34.60916665,-95.3085,OK,Aug,0,2009
38793,50.0,Debris Burning,37.47,-96.26,KS,Mar,0,2015
38799,0.6,Arson,38.34147033,-79.95879127,WV,Mar,0,2013
38801,1.0,Utilities,33.1929,-94.42311667,TX,Aug,0,2011
38804,1.0,Debris Burning,40.31528,-122.334921,CA,Nov,0,2015
38805,1.5,Debris Burning,46.45837,-91.81815,WI,Apr,0,2013
38806,2.0,Arson,35.5544,-83.2528,NC,Apr,1,2010
38807,2.8,Utilities,34.76222222,-93.52833333,AR,Jun,1,2009
38812,64.0,Lightning,39.975,-120.735,CA,Aug,5,1996
38818,185.0,Lightning,48.16101,-114.81971,MT,Aug,8,2000
38819,1.0,Lightning,45.73111111,-114.5719444,ID,Aug,2,2015
38825,45.0,Arson,33.62333333,-108.7066667,NM,Jun,2,1995
38826,29.0,Arson,27.0034,-81.9978,FL,Mar,0,2013
38828,5000.0,Lightning,42.557033,-104.3546,WY,Aug,1,2012
38833,2.36,Debris Burning,34.224000000000004,-83.7028,GA,Nov,0,2001
38838,2.0,Debris Burning,31.12634065,-90.00405712,MS,Oct,0,1995
38847,6.0,Arson,31.07287803,-88.56732812,MS,Sep,0,1995
38854,2.0,Debris Burning,39.32895434,-80.08984896,WV,Feb,0,1993
38859,8.0,Arson,32.95433497,-90.08630983,MS,Feb,0,1996
38862,45.0,Debris Burning,37.24060059,-84.83075714,KY,Apr,0,2013
38863,6.0,Arson,41.0242,-123.6489,CA,Oct,1,2012
38865,1.0,Lightning,38.90416667,-78.70555556,VA,Aug,0,1999
38867,2.0,Debris Burning,36.290118,-106.6134,NM,Mar,0,2015
38868,20.0,Utilities,33.55083333,-94.16527778,TX,Jul,0,2011
38870,3.5,Arson,35.126999999999995,-96.2692,OK,Mar,0,2007
38873,1.5,Debris Burning,35.35413333,-83.55175,NC,Apr,0,2010
38877,4.0,Arson,31.11833333,-89.17166667,MS,Feb,1,1997
38879,1.25,Accidental,41.6582,-74.6894,NY,Mar,0,2015
38882,3.0,Arson,26.1,-97.43333333,TX,Sep,1,2002
38883,28.0,Lightning,36.4,-113.8508,AZ,Jul,5,1996
38884,2.0,Arson,34.61900332,-88.29405112,MS,May,0,1992
38885,283180.0,Lightning,43.1175,-116.95946,ID,Aug,15,2015
38899,1.0,Arson,35.16826666,-79.47148333,NC,Mar,0,2010
38903,135.0,Lightning,34.8974,-92.95765,AR,Aug,0,2012
38904,1.0,Arson,31.58983044,-89.16145284,MS,Dec,0,1993
38906,20.0,Debris Burning,35.31555556,-83.8275,NC,Mar,0,2008
38923,2.0,Debris Burning,37.28,-119.5683333,CA,Jan,0,1992
38930,86.0,Lightning,30.28833333,-82.50166667,FL,May,0,1998
38932,10.0,Lightning,35.1711,-116.968,CA,Jun,0,2011
38936,10.0,Debris Burning,36.738890000000005,-85.55595,KY,Nov,0,2008
38939,1.8,Lightning,47.26722222,-103.5513889,ND,Apr,0,1999
38941,0.68,Arson,32.527,-83.5692,GA,May,0,1997
38942,1.0,Debris Burning,34.71666667,-95.34083335,OK,Feb,0,2009
38943,4.0,Debris Burning,34.6359,-85.3001,GA,Mar,0,1994
38944,320.0,Utilities,35.639097,-120.015642,CA,Aug,0,2006
38946,5.0,Debris Burning,37.48806,-83.70733,KY,Nov,0,2011
38949,2.0,Lightning,45.875,-114.85833329999998,ID,Aug,3,1996
38952,10.0,Lightning,30.5673,-82.9307,FL,Jul,0,2011
38963,1.0,Accidental,47.98666667,-91.475,MN,Jul,0,2005
38967,10.0,Debris Burning,32.26586988,-89.12462638,MS,Nov,0,2014
38973,1.68,Arson,34.2587,-85.1298,GA,Mar,0,1994
38977,12.0,Arson,34.79166667,-89.34166667,MS,Apr,0,1997
38978,10.0,Debris Burning,48.8681,-99.7226,ND,Jun,0,1992
38979,9.0,Debris Burning,31.989522,-86.039542,AL,Feb,0,2007
38983,75.0,Utilities,29.79616667,-96.52533333,TX,May,0,2011
38987,0.6,Arson,43.2664,-116.1775,ID,Jun,0,2011
38992,5.0,Arson,31.85454645,-89.87057169,MS,Feb,0,1996
38998,4.0,Lightning,43.72666667,-116.10666670000002,ID,Jun,1,1997
39000,1.0,Arson,35.0334,-107.4006,NM,Mar,0,1993
39003,2540.0,Arson,39.2082,-123.0844,CA,Oct,3,1995
39004,89.0,Utilities,48.3225,-104.8805,MT,Sep,0,2003
39006,700.0,Lightning,41.337990000000005,-101.0594,NE,Aug,1,2012
39007,10.0,Lightning,47.29666667,-115.0133333,MT,Jul,1,1994
39021,4.0,Debris Burning,45.755,-100.9393,SD,May,0,2003
39031,3.0,Debris Burning,37.705942,-81.03289968,WV,Apr,0,1993
39032,1.0,Accidental,33.3667,-110.4467,AZ,Jun,5,2009
39033,2.0,Debris Burning,41.45,-123.5133333,CA,Nov,0,1995
39035,3.0,Accidental,34.24333333,-117.3033333,CA,Sep,0,1993
39036,1.0,Lightning,33.81861111,-109.38055559999998,AZ,Jul,1,2002
39047,4.3,Lightning,40.90128,-107.97942,CO,Sep,1,2015
39051,1000.0,Lightning,47.5828,-107.5123,MT,Jul,11,2003
39055,4.0,Utilities,35.11381,-98.6575,OK,Aug,1,2015
39057,0.7,Debris Burning,31.035266,-87.080976,AL,Jul,1,2004
39059,14.0,Debris Burning,34.53895267,-89.20477206,MS,Apr,0,2013
39063,11.0,Debris Burning,31.04835571,-89.54608418,MS,Jan,0,1999
39067,5.0,Utilities,37.62,-99.27,KS,Dec,0,2015
39068,1.0,Debris Burning,46.3472,-120.7343,WA,Oct,0,2007
39069,1.66,Lightning,42.64220353,-77.59289207,NY,Apr,0,2008
39074,250.0,Lightning,67.2996,-149.5361,AK,Jun,4,1993
39092,2.53,Debris Burning,31.4636,-81.4954,GA,Mar,0,2000
39093,4.3,Lightning,40.4242,-107.9772,CO,Aug,0,2007
39100,1.0,Utilities,46.73438358,-92.69019863,MN,Jun,1,2013
39103,1.4,Accidental,45.80404379,-87.13156955,MI,May,1,1992
39105,275.0,Lightning,37.1189,-114.9189,NV,Jun,2,2004
39107,7.0,Debris Burning,34.74641251,-88.35088739,MS,Apr,0,1999
39108,1.2,Debris Burning,35.93705,-88.9023,TN,Jun,0,2012
39110,1.25,Debris Burning,34.44083333,-85.39941111,GA,Apr,0,2014
39112,19.6,Lightning,41.2075,-120.2866667,CA,Aug,1,2007
39117,1.0,Accidental,47.8619,-95.0183,MN,Jun,0,2009
39118,2.3,Accidental,30.50138889,-95.59916667,TX,Aug,0,2013
39119,36.0,Debris Burning,31.29744,-87.692162,AL,Feb,0,2007
39123,2.0,Arson,31.99721613,-89.08453138,MS,Feb,0,1997
39133,1.4,Lightning,34.49583333,-112.52694440000002,AZ,Aug,0,2007
39138,2.91,Debris Burning,34.7387,-85.23899999999999,GA,Feb,0,2002
39141,1.5,Arson,33.8645,-85.2284,GA,Nov,0,1994
39143,4.0,Debris Burning,32.57508881,-89.16183167,MS,Mar,0,1992
39146,10.0,Debris Burning,43.67972222,-85.9575,MI,Aug,0,2001
39147,1.5,Lightning,45.2,-106.5856,MT,Jul,1,1995
39149,3.0,Arson,32.841938,-87.98331,AL,Mar,0,2004
39152,1.0,Debris Burning,35.6717,-109.0556,AZ,Jul,0,2001
39153,1.61,Arson,31.64669444,-81.86588889,GA,May,0,2015
39155,16.0,Debris Burning,34.71971416,-89.73926688,MS,Mar,0,1992
39160,1.38,Debris Burning,34.3615,-85.0273,GA,Nov,0,1997
39164,20.0,Debris Burning,36.20402,-91.92096,AR,Jul,0,2011
39167,4.0,Arson,31.76338423,-89.34834126,MS,Mar,0,1998
39169,0.7,Accidental,43.195,-79.016,NY,Apr,0,2012
39170,20.0,Arson,34.72567547,-88.14881984,MS,Mar,0,2012
39171,5.5,Lightning,34.185,-105.7427778,NM,Jun,1,2012
39172,6.2,Lightning,41.606314000000005,-112.588624,UT,Aug,1,2009
39177,350.0,Accidental,28.1948,-81.9567,FL,Feb,1,2011
39181,3.0,Lightning,35.43027778,-111.7955556,AZ,Aug,0,2007
39182,6980.0,Lightning,44.89416667,-109.35916670000002,WY,Jul,16,2003
39184,75.0,Lightning,44.15055556,-103.4297222,SD,Jul,1,2004
39185,1.0,Lightning,40.055,-121.21666670000002,CA,May,1,1992
39186,70.0,Debris Burning,42.9758,-108.4309,WY,Apr,2,2000
