,fire_size,fire_cause,latitude,longitude,state,discovery_month,putout_time,year
39187,2.0,Arson,34.537436,-87.88986899999999,AL,Mar,0,2004
39191,20.0,Debris Burning,33.1867,-110.1806,AZ,May,0,1995
39204,1.0,Lightning,48.40333333,-115.77944440000002,MT,Aug,4,2000
39207,1.2,Accidental,42.89611111,-109.6186111,WY,Jul,3,2008
39213,5.0,Utilities,29.87131167,-97.0337883,TX,Aug,0,2011
39214,1.3,Lightning,41.459853,-122.944483,CA,Jul,5,2006
39215,369.0,Lightning,42.62066,-115.64418,ID,Jun,1,1992
39224,3.4,Lightning,34.57777778,-85.19472222,GA,Jun,1,2006
39225,13.7,Arson,36.08135,-93.233,AR,Aug,10,2000
39226,1.0,Lightning,35.10893333,-78.7035,NC,Jul,1,2010
39231,0.6,Debris Burning,39.24474581,-80.58225948,WV,Jan,0,1993
39234,1.0,Utilities,35.0166,-119.0093,CA,Jul,0,1995
39238,3.0,Lightning,46.57166667,-115.4183333,ID,Aug,1,1998
39254,3.0,Debris Burning,34.50754527,-88.36625473,MS,Apr,0,2012
39260,1.0,Lightning,38.56666667,-109.1916667,UT,Jun,0,1996
39261,2.5,Arson,48.1325,-105.2819,MT,Sep,0,1999
39262,0.7,Arson,48.1461,-104.9183,MT,Jul,0,1996
39263,1.0,Arson,34.5652,-78.89345,NC,Jun,0,2010
39268,6.0,Lightning,28.8825,-80.9756,FL,Jun,0,2010
39274,37716.9,Lightning,41.2332,-117.0843,NV,Jun,5,2000
39280,5.0,Debris Burning,47.8366,-117.9314,WA,Mar,0,2005
39286,1.0,Arson,30.92571093,-88.70814117,MS,May,0,1992
39288,9.0,Debris Burning,37.22599,-82.6873,KY,Oct,0,2010
39289,3.0,Debris Burning,35.9333,-110.6674,AZ,Apr,0,2000
39290,2.0,Lightning,37.5853,-108.9289,CO,Jul,1,2005
39296,1.0,Debris Burning,34.064007000000004,-86.279892,AL,Mar,0,2007
39298,1.0,Accidental,34.120067,-117.246067,CA,Jul,0,2013
39304,20.0,Debris Burning,36.2333,-95.1086,OK,Jan,0,2012
39305,8.0,Lightning,35.48388889,-107.3338889,NM,Jul,3,2000
39306,20.0,Arson,33.70666667,-85.58666667,AL,Apr,0,1999
39313,50.0,Lightning,48.125,-91.13666667,MN,Jun,5,1995
39320,1.0,Lightning,44.39616,-105.65212,WY,Aug,0,2014
39322,1.3,Lightning,37.81366,-119.67365,CA,Sep,9,2011
39325,1.0,Debris Burning,46.83333228,-67.86666996,ME,May,0,1993
39334,1.0,Lightning,45.4147,-107.1015,MT,Jul,0,2001
39339,3.5,Debris Burning,31.45343333,-83.23189722,GA,Nov,0,2012
39341,1.0,Arson,32.92842984,-88.71951985,MS,Aug,0,1999
39344,1.0,Debris Burning,41.0872,-123.7025,CA,Aug,0,2010
39346,115.0,Debris Burning,32.273292,-85.252864,AL,Mar,0,2008
39348,6.8,Lightning,30.4809,-82.6568,FL,Jun,0,2011
39352,3.0,Utilities,39.229619,-121.36155,CA,Nov,0,2002
39355,50.0,Arson,34.85833333,-89.32333333,MS,Apr,0,1997
39357,1.0,Lightning,33.87833333,-110.93666670000002,AZ,Aug,1,1996
39360,2.0,Lightning,44.06666667,-115.8513889,ID,Aug,1,2014
39362,1.0,Debris Burning,33.448856,-80.988159,SC,Feb,0,2011
39366,1.9,Arson,33.10805556,-79.77138889,SC,Jan,0,2014
39374,3.0,Lightning,33.71997,-117.35053,CA,Sep,0,2013
39376,2.0,Debris Burning,46.21419313,-93.3231692,MN,Apr,0,2012
39380,4.0,Debris Burning,35.5142,-91.56078,AR,Feb,0,2015
39390,3.0,Arson,45.5672,-97.2931,SD,Apr,0,2004
39392,1.0,Debris Burning,31.44425284,-89.87609619,MS,Sep,0,1994
39393,6.0,Arson,32.79117496,-89.61916120000001,MS,Mar,0,1993
39395,8.0,Debris Burning,37.34806733,-81.27805457,WV,Jan,0,2012
39399,6.0,Debris Burning,34.29455255,-88.88394778,MS,Apr,0,1995
39400,0.73,Accidental,43.153,-76.0862,NY,Apr,0,2012
39402,110.0,Lightning,31.04166667,-89.14166667,MS,Sep,1,2000
39408,5.87,Arson,33.7273,-84.9389,GA,Dec,0,1995
39412,15.0,Accidental,37.31645,-87.0507,KY,Feb,0,2002
39414,3.0,Debris Burning,36.6667,-106.1672,NM,Jan,0,1999
39429,1.21,Arson,41.32443789,-74.25989099,NY,Apr,0,2002
39432,2.0,Debris Burning,30.46693587,-88.48670133,MS,May,0,1997
39436,1.5,Accidental,43.0972,-102.5991,SD,Aug,0,2002
39439,2.0,Debris Burning,41.095438,-87.8479,IL,Jul,0,2012
39442,1.0,Debris Burning,38.0644444,-86.6733333,IN,Oct,0,2010
39446,672.0,Lightning,39.97194444,-112.57666670000002,UT,Jul,3,2014
39452,3.0,Utilities,40.93867493,-98.85308838,NE,Oct,0,2011
39454,102.0,Utilities,38.8769,-120.923519,CA,Jul,2,2003
39460,3.0,Lightning,40.7233,-116.8908,NV,Jul,0,2006
39462,0.8,Debris Burning,34.1,-109.9507,AZ,Nov,0,1992
39463,0.8,Debris Burning,35.04618333,-79.5127,NC,Jan,0,2012
39467,2.7,Accidental,40.41972222,-105.23583329999998,CO,Sep,0,2012
39475,10.0,Debris Burning,32.64810023,-89.23946492,MS,Feb,0,1995
39489,1.0,Debris Burning,39.56484259,-78.04154265,WV,Apr,0,1992
39491,1.5,Arson,48.8614,-99.8539,ND,May,0,2009
39498,10.42,Arson,33.6758,-84.5686,GA,Jul,0,1995
39503,6.0,Arson,35.69309998,-94.69541664,OK,Mar,0,2009
39505,6.0,Arson,31.08520181,-89.63036186,MS,Jan,0,1995
39507,15.0,Accidental,30.81700261,-89.49962713,MS,Feb,0,2014
39514,5.0,Lightning,34.835,-112.2527778,AZ,Jul,1,2005
39517,3.0,Debris Burning,47.8352092,-94.5644059,MN,May,0,2013
39525,7.0,Lightning,38.52166667,-107.9883333,CO,Jul,1,1997
39528,10.0,Lightning,32.97694444,-107.8938889,NM,Jul,27,2009
39529,48.0,Arson,25.6307,-80.5088,FL,Mar,7,2015
39542,6.0,Debris Burning,35.8486,-94.595,OK,Jan,0,2012
39546,1.0,Utilities,33.804413000000004,-80.92421,SC,Nov,0,2013
39555,48.0,Arson,37.7,-91.96944444,MO,Apr,0,2006
39556,15.0,Arson,32.77398218,-89.34277131,MS,Oct,0,1998
39557,0.8,Lightning,48.95638889,-114.5172222,MT,Jul,2,2003
39558,2.0,Arson,41.0256,-123.6478,CA,Aug,0,2011
39560,5.0,Arson,30.95308011,-89.46107579999999,MS,Mar,0,1992
39563,0.8,Lightning,48.58935,-114.0487,MT,Aug,2,2000
39569,4.0,Arson,31.12548806,-89.51630903,MS,Jul,0,1995
39576,5.0,Accidental,44.0792,-99.6309,SD,Apr,0,1996
39577,40.0,Arson,32.950587899999995,-86.644362,AL,Feb,0,2011
39580,1.0,Utilities,33.803578,-117.505829,CA,Aug,0,2010
39583,142.0,Arson,46.97138889,-119.2663889,WA,Jul,2,2007
39589,5.0,Lightning,35.4834,-108.984,NM,Sep,0,2000
39594,1.0,Arson,40.0748,-77.30861999999999,PA,Sep,0,2015
39601,30.0,Debris Burning,34.540206,-87.291557,AL,Mar,0,2008
39605,0.97,Debris Burning,31.1559,-84.1754,GA,Jan,0,2001
39614,185.0,Debris Burning,36.91805556,-90.48388889,MO,Apr,0,2000
39616,2.0,Lightning,30.5535,-82.8011,FL,Jun,0,2011
39618,1.0,Accidental,39.01245545,-79.72110809,WV,Mar,0,1999
39623,3.0,Debris Burning,33.522476,-81.098778,SC,Feb,0,2015
39626,1.5,Debris Burning,33.166668,-79.949997,SC,Mar,0,2011
39627,1.0,Lightning,41.449290000000005,-121.34429,CA,May,0,1992
39628,0.8,Debris Burning,33.8731,-81.55836500000001,SC,Feb,0,2011
39631,2.0,Debris Burning,35.34277778,-79.84805556,NC,Jun,0,2014
39632,13.0,Utilities,35.87846667,-95.17191666,OK,Aug,0,2010
39636,5.0,Debris Burning,33.514540000000004,-92.51971,AR,Mar,0,2011
39639,7.0,Arson,41.6122,-109.3586,WY,Sep,1,2008
39640,107.0,Lightning,46.05666667,-115.2141667,ID,Aug,0,1999
39645,2.4,Debris Burning,32.67480918,-84.05498409,GA,Feb,0,2011
39651,1.0,Utilities,36.195052,-118.80316100000002,CA,Aug,0,2010
39652,2.0,Arson,42.1117,-96.362,NE,Mar,0,2005
39655,0.7,Lightning,47.81166667,-116.6,ID,Aug,2,1996
39670,1.0,Lightning,39.49666667,-119.9633333,CA,Sep,2,1998
39678,29.0,Lightning,37.0817,-112.7514,UT,Aug,3,2005
39682,4.0,Arson,33.35521578,-89.88555876,MS,Oct,0,1995
39691,5.0,Debris Burning,43.91694444,-86.09666667,MI,Apr,0,2009
39693,0.65,Arson,32.8012,-83.527,GA,Jun,0,2000
39694,2.5,Lightning,33.153422,-116.54769,CA,Jul,0,2010
39696,4.0,Accidental,34.89553229,-90.22704245,MS,Mar,0,1996
39698,1.0,Accidental,39.493055600000005,-82.1866667,OH,Oct,1,2010
39700,1.0,Debris Burning,33.064,-94.074,TX,Sep,0,2013
39704,4.0,Debris Burning,34.994772,-87.53882800000001,AL,Feb,0,2003
39705,1.0,Debris Burning,36.0242,-106.0417,NM,Jul,0,1995
39707,10.0,Debris Burning,47.87,-94.9794,MN,Apr,0,2001
39709,1.0,Utilities,30.3442,-84.7817,FL,Jun,0,2011
39711,0.8,Lightning,33.43333333,-111.18833329999998,AZ,Aug,2,1993
39715,0.63,Debris Burning,43.06605856,-78.24040015,NY,Apr,0,2003
39719,1.0,Lightning,35.465036,-118.492781,CA,Sep,0,1998
39729,1.38,Accidental,32.9212,-83.2741,GA,Mar,0,2001
39732,23.4,Lightning,29.7172,-83.0417,FL,Jun,0,2011
39734,1.0,Lightning,43.82666667,-119.3666667,OR,Jul,0,2001
39743,1.0,Debris Burning,31.70011389,-84.70758333,GA,Oct,0,2012
39748,2.5,Arson,33.940075,-79.84206400000001,SC,Jan,0,2012
39758,3.0,Arson,34.266501,-88.082041,AL,Apr,0,2009
39760,6.34,Debris Burning,33.384,-83.4002,GA,Apr,0,1992
39770,18.0,Debris Burning,38.00189904,-82.41370053,WV,Apr,0,2014
39773,4.0,Arson,34.80390002,-95.37205,OK,Feb,0,2003
39774,1.38,Utilities,31.2066,-81.9577,GA,Apr,1,1996
39775,5.0,Debris Burning,32.03098004,-88.60901102,MS,Jan,0,1996
39778,1.0,Arson,31.05431667,-93.90101667,TX,Sep,0,2013
39781,26.0,Utilities,44.711000000000006,-117.7397,OR,Jul,0,2003
39783,2.0,Debris Burning,34.28333333,-79.00333333,NC,Mar,0,2014
39787,4.1,Debris Burning,32.6137837,-83.9452733,GA,Feb,0,2011
39791,60.0,Accidental,33.55166667,-110.92166670000002,AZ,May,1,1996
39792,127.38,Arson,32.87570791,-81.4958466,GA,Mar,1,2011
39794,8.0,Debris Burning,35.015099,-82.35186800000001,SC,Feb,0,2011
39796,20500.0,Debris Burning,42.808,-113.4972,ID,Aug,1,1995
39799,221.0,Lightning,33.0789,-104.5517,NM,Jun,2,2010
39802,0.6,Arson,27.0823,-81.0362,FL,Mar,0,2007
39803,0.6,Accidental,36.6833,-109.0007,NM,Jun,0,1995
39814,1.1,Accidental,41.9586,-116.1058,NV,Jul,0,2005
39815,4.6,Debris Burning,32.70108611,-81.50553056,GA,Aug,0,2015
39817,1.0,Accidental,26.9982,-81.9145,FL,May,0,2012
39822,95.0,Arson,34.65824688,-89.65813595,MS,Mar,0,1997
39824,5.0,Utilities,31.1946105,-89.23535113,MS,Jul,0,1999
39829,12.5,Lightning,45.1672,-101.8688,SD,Aug,1,2005
39830,2.0,Debris Burning,33.90834371,-90.06983233,MS,Oct,0,1999
39846,50.0,Lightning,44.11,-99.9783,SD,Jun,1,2006
39850,13.9,Lightning,42.75888889,-100.9477778,NE,Jul,1,2012
39854,2.56,Debris Burning,31.893,-84.1768,GA,Feb,0,2002
39860,3.0,Debris Burning,35.69128,-94.1501,AR,Jan,0,2012
39868,20.0,Debris Burning,38.33472222,-96.00277778,KS,Apr,0,2006
39883,21.0,Arson,38.48287711,-81.24118717,WV,Nov,0,2015
39884,2.0,Debris Burning,30.509406,-87.471998,AL,Feb,0,2007
39893,1.0,Debris Burning,45.6578,-100.5326,SD,Sep,0,2004
39895,15.0,Debris Burning,40.82206,-79.30946999999999,PA,Mar,0,2014
39899,2.0,Utilities,41.15761094,-73.99678472,NY,Aug,0,2005
39906,118.0,Accidental,34.8133,-98.3786,OK,Mar,0,2006
39907,3.0,Utilities,30.261,-94.92276667,TX,Jun,0,2009
39909,3.0,Debris Burning,34.94759953,-88.62372442,MS,Sep,0,1995
39910,1.0,Arson,31.44978182,-90.16651117,MS,Sep,0,1992
39914,1.0,Lightning,35.143722,-119.510869,CA,Jul,0,2003
39922,1.0,Arson,31.04904087,-89.75752414,MS,Feb,0,1996
39928,25.0,Utilities,39.47788115,-80.58991425,WV,Nov,0,1999
39930,3.0,Arson,30.917,-87.0246,FL,Feb,0,2015
39931,1.5,Lightning,48.34166667,-120.4241667,WA,Aug,4,2015
39932,2.0,Arson,48.8792,-99.7122,ND,May,0,2007
39939,0.7,Lightning,44.068797,-120.028589,OR,Sep,2,2012
39940,0.7,Debris Burning,32.643733000000005,-86.205702,AL,Nov,0,2005
39951,1.5,Accidental,43.2139,-102.2699,SD,Apr,0,2001
39956,1.0,Accidental,46.4275,-100.5935,ND,Jun,0,2004
39957,15.0,Lightning,44.945,-114.5433333,ID,Aug,6,1998
39961,92.0,Lightning,33.75805556,-111.25166670000002,AZ,Jul,3,2014
39964,1.5,Debris Burning,35.87666664,-95.0205,OK,Apr,0,2010
39965,2.0,Arson,35.90667,-94.69283,OK,Jan,0,2014
39966,1.5,Arson,47.8728,-94.9908,MN,Mar,0,2015
39967,3.0,Debris Burning,35.94676667,-78.59015,NC,Mar,0,2012
39968,0.8,Lightning,41.262,-73.6697,NY,May,0,2015
39974,2.0,Debris Burning,31.58873,-87.267979,AL,Sep,0,2005
39976,1.0,Arson,32.371168,-85.770837,AL,Mar,0,2005
39985,0.63,Debris Burning,34.4815,-84.9041,GA,Mar,0,1994
39989,2.0,Utilities,32.16188,-103.19665,NM,Feb,0,2009
39991,3.0,Arson,35.7208,-94.5686,OK,Mar,0,2007
39994,0.7,Lightning,42.6933333,-121.264167,OR,Jul,1,2010
39996,21.03,Arson,30.796,-84.3935,GA,Mar,0,2002
39997,1.0,Debris Burning,34.86408,-93.60435,AR,Mar,0,2011
40000,1.0,Debris Burning,32.40983333,-94.89433333,TX,Apr,0,2011
40001,115.0,Lightning,30.86138889,-83.06888889,GA,Aug,0,2014
40002,190.0,Debris Burning,45.5332,-118.6844,OR,Mar,0,1997
40003,4.0,Utilities,34.488968,-79.682426,SC,Aug,0,2011
40006,3.0,Debris Burning,34.39150303,-89.4198937,MS,Oct,0,1999
40009,10.0,Lightning,37.42109,-112.14464,UT,Jul,1,2002
40012,7.0,Accidental,34.41135287,-88.21492633,MS,Mar,0,2014
40014,2.0,Arson,29.8386,-82.1387,FL,Apr,0,2011
40016,1.0,Accidental,43.07,-98.2953,SD,Mar,0,2012
40017,25.0,Utilities,33.112808,-80.399147,SC,Jun,0,2013
40023,1.0,Arson,38.33613,-93.646606,MO,Feb,0,2015
40024,9.0,Arson,34.6514,-94.9825,OK,Nov,1,2014
40025,2.0,Accidental,32.58928499,-89.91750358,MS,Jul,0,1999
40029,3.0,Lightning,30.80841667,-94.1338,TX,Aug,1,2011
40031,70.0,Debris Burning,33.538732,-86.5415537,AL,Feb,0,2011
40032,2.25,Lightning,44.25833333,-118.4694444,OR,Sep,2,2006
40033,1.3,Accidental,46.0911,-100.6596,ND,Jul,0,2001
40034,6.0,Lightning,28.2015,-81.9768,FL,Jun,0,2014
40052,10.0,Debris Burning,31.59894236,-89.16757052,MS,Sep,0,1995
40053,145.0,Lightning,31.20722222,-94.21638889,TX,Aug,5,2005
40054,60.0,Lightning,41.3666,-111.0471,UT,Aug,2,2000
40058,3.0,Utilities,33.390197,-87.269373,AL,Aug,0,2011
40059,2.9,Utilities,34.73913,-98.36021,OK,Aug,1,2012
40061,10.0,Debris Burning,34.58971107,-90.1280202,MS,Feb,0,1996
40064,4.0,Accidental,33.0501,-105.5505,NM,Jan,0,2003
40065,2.0,Lightning,34.219840000000005,-93.67224,AR,Jul,0,2011
40077,7.0,Arson,30.66833333,-94.20833333,TX,Mar,0,2009
40081,15.0,Utilities,34.11042306,-89.90627328,MS,Sep,0,1999
40083,2.0,Accidental,29.359,-81.3129,FL,Feb,0,2011
40087,2.11,Debris Burning,32.6985,-83.8324,GA,Nov,0,2000
40098,0.8,Arson,43.17104798,-76.22631694,NY,May,0,2005
40103,10.0,Arson,30.465545,-87.606664,AL,Mar,0,2007
40105,4.0,Arson,34.34833333,-89.28,MS,Sep,0,1999
40106,10.0,Accidental,43.1458,-102.8227,SD,Feb,0,1999
40107,3.5,Arson,31.038864,-86.26765999999999,AL,Feb,1,2005
40117,4.0,Accidental,48.10833333,-92.35333333,MN,Jun,2,1995
40122,3.41,Debris Burning,31.0513034,-83.75431035,GA,Mar,0,2011
40127,1.0,Lightning,45.45333333,-114.23,ID,Jun,2,1992
40128,1.14,Debris Burning,42.99424997,-73.79066149,NY,Apr,0,2008
40133,1.48,Lightning,42.060949,-76.62847797,NY,Apr,0,2008
40138,6.0,Lightning,31.370052,-88.287463,AL,Jun,0,2006
40140,2.0,Lightning,39.6166,-111.5674,UT,Aug,1,1995
40141,2465.0,Lightning,25.6769,-80.8233,FL,Jun,4,2008
40143,1.0,Debris Burning,35.30333333,-111.905,AZ,Apr,4,1994
40144,1.0,Debris Burning,31.2612,-94.56876667,TX,Aug,0,2013
40160,675.0,Lightning,40.1969,-119.8219,NV,Jul,1,2007
40164,1.0,Lightning,35.1834,-107.5673,NM,Aug,0,1995
40166,650.0,Debris Burning,35.4415,-95.7886,OK,Mar,0,2005
40167,8.0,Arson,35.638333,-85.15100000000001,TN,Oct,0,2007
40170,13.3,Lightning,36.50777778,-112.5236111,AZ,Sep,5,2006
40181,30.0,Debris Burning,32.46241667,-94.2066,TX,Feb,0,2015
40189,4.1,Lightning,34.01888889,-108.52944440000002,NM,Jul,0,2005
40192,2.0,Arson,35.52666667,-84.13666667,TN,Apr,0,1996
40195,2688.0,Utilities,39.0632,-120.8266,CA,Aug,3,2001
40206,81.0,Lightning,43.17611111,-110.2952778,WY,Jul,146,2001
40209,3.0,Lightning,43.85447791,-104.2083935,WY,Aug,0,2007
40225,1.0,Arson,47.9794,-98.9969,ND,Apr,0,2011
40234,2.0,Lightning,35.76666667,-99.65,OK,Aug,0,2002
40236,3.8,Debris Burning,30.26111111,-82.33888889,FL,Jun,0,2008
40237,3.6,Debris Burning,34.56285713,-85.16317721,GA,Aug,0,2011
40238,120.0,Arson,31.44756262,-90.1835769,MS,Sep,0,1995
40241,4.1,Arson,34.2415,-84.9848,GA,Nov,0,1994
40242,1.0,Arson,33.55,-85.8,AL,Mar,0,1992
40244,0.9,Lightning,43.26127,-116.14241,ID,Jul,0,1997
40248,3.94,Debris Burning,34.61194444,-84.68722222,GA,Feb,0,2015
40255,3.0,Debris Burning,40.399894,-111.435117,UT,Apr,14,2010
40256,0.75,Debris Burning,31.3265,-81.5768,GA,Jan,0,2002
40259,12.0,Arson,32.7179962,-89.38903284,MS,Mar,0,1992
40266,1.0,Utilities,35.071048,-120.506138,CA,Nov,0,2009
40277,6.0,Lightning,63.48,-154.5,AK,Jul,15,2008
40280,3.6,Utilities,45.2986,-107.4428,MT,Aug,0,2005
40282,1.0,Debris Burning,38.91,-95.52,KS,Mar,0,2015
40293,3719.6,Lightning,65.5814,-153.5108,AK,Jun,13,2012
40294,5.0,Utilities,34.89666667,-79.35333333,NC,Jun,0,2012
40296,11.2,Arson,31.80546348,-81.9523625,GA,Mar,0,2011
40301,1.0,Debris Burning,35.585667,-88.6015,TN,Mar,0,2007
40302,10.0,Arson,31.78017439,-89.63935961,MS,May,0,1992
40305,13.0,Utilities,31.12539989,-95.54916,TX,Sep,0,2011
40309,2.7,Arson,30.15405,-95.40886667,TX,Jul,0,2015
40314,0.8,Arson,32.7525,-114.6167,CA,Jul,6,2011
40315,8.0,Debris Burning,30.68222222,-94.31861111,TX,Aug,0,2010
40323,2.0,Debris Burning,36.34625,-88.422733,TN,Feb,0,2014
40324,0.9,Arson,34.1889,-97.0308,OK,Mar,0,2008
40335,1850.0,Lightning,36.34361111,-118.5369444,CA,Aug,136,2003
40342,4.43,Utilities,32.3041,-83.4289,GA,Feb,0,1994
40343,1.1,Lightning,30.78332461,-82.09318151,GA,Aug,0,2011
40345,3.0,Arson,31.71311389,-81.74599444,GA,Feb,0,2013
40346,2.0,Lightning,33.35855139,-111.3039176,AZ,Jul,0,1995
40351,30.0,Accidental,33.117142,-86.509421,AL,Jul,0,2004
40352,13.5,Arson,35.26795,-80.46421600000001,NC,Apr,0,2015
40353,3.0,Arson,33.98104696,-88.97613275,MS,Nov,0,1998
40364,5.0,Accidental,46.1667,-100.6337,ND,Apr,0,1996
40371,2.0,Accidental,37.7697,-82.8388,KY,Mar,0,2015
40373,1.5,Lightning,48.73916667,-114.35444440000002,MT,Aug,2,2006
40381,2.0,Debris Burning,31.7732,-84.7598,GA,Jul,0,2001
40384,1.0,Utilities,32.5835,-94.18635,TX,Jul,0,2015
40389,2.6,Accidental,41.5749,-74.4827,NY,Apr,0,2015
40391,0.7,Lightning,28.9029,-81.4384,FL,Jun,0,2011
40398,0.52,Debris Burning,30.8818,-84.5733,GA,Apr,0,1995
40406,39.0,Debris Burning,37.99916667,-119.9422222,CA,Dec,0,2011
40407,0.66,Arson,32.6125,-82.8649,GA,Sep,0,1993
40409,17.0,Arson,33.86617898,-90.04108476,MS,Apr,0,1996
40414,0.75,Utilities,44.56365553,-89.67561296,WI,Mar,0,1994
40425,3.1,Accidental,45.4428,-123.2686,OR,Aug,1,2008
40429,1.0,Debris Burning,39.443611,-90.796667,IL,Mar,0,2008
40435,1185.0,Utilities,47.11303468,-95.9302284,MN,Apr,0,2012
40441,2.0,Debris Burning,37.7994,-94.565,MO,May,0,2011
40442,101.0,Lightning,30.7425,-95.78583333,TX,Sep,0,2010
40452,8.0,Debris Burning,31.88416667,-88.95972222,MS,Feb,0,2011
40460,1.0,Utilities,42.9832,-115.3509,ID,Aug,0,1994
40464,80.8,Lightning,39.9353,-114.615,NV,Jul,30,2008
40474,1.1,Lightning,39.6917,-110.8483,UT,Jul,1,2009
40475,1.25,Debris Burning,32.8012,-83.4456,GA,Mar,0,1996
40476,5.0,Debris Burning,32.93189417,-94.6097975,TX,Feb,6,2009
40477,2.0,Arson,48.03,-94.91111,MN,Mar,0,2010
40482,1.5,Debris Burning,36.10253333,-80.7756,NC,Mar,0,2013
40488,1.0,Debris Burning,39.905,-76.07972,PA,Apr,0,2012
40491,4.0,Accidental,38.35521305,-82.5104637,WV,Apr,0,1992
40492,0.97,Debris Burning,31.2931,-84.3957,GA,Dec,0,1993
40496,1.0,Utilities,41.905,-122.7416667,CA,Aug,0,1996
40500,16.0,Arson,33.806249,-87.643354,AL,Sep,0,2003
40501,1.0,Debris Burning,37.98443206,-80.09278162,WV,Mar,0,2015
40503,2.7,Arson,34.912243,-88.016224,AL,Sep,0,2007
40507,140.0,Arson,47.9897,-95.5214,MN,May,0,2001
40508,2.0,Accidental,46.83796,-122.65864,WA,Jul,27,2009
40518,6.4,Arson,35.91861,-109.84506,AZ,Mar,1,2011
40533,6.31,Debris Burning,31.06166667,-89.17166667,MS,Jan,2,2006
40535,2.0,Debris Burning,34.393190000000004,-93.40293,AR,Aug,0,2011
40545,0.8,Arson,33.675039,-87.78042099999999,AL,Jan,0,2006
40548,3.0,Arson,35.5585,-87.96967,TN,Apr,0,2007
40558,50.0,Debris Burning,26.29277778,-98.71416667,TX,Apr,10,2013
40563,2.0,Arson,34.32766666,-95.257,OK,Mar,0,2011
40574,2.5,Accidental,48.42833333,-117.655,WA,Oct,1,1996
40578,1.0,Accidental,33.365604,-80.979851,SC,Feb,0,2013
40583,1.0,Debris Burning,42.594961,-71.823367,MA,Apr,0,2015
40585,12.0,Arson,35.7489,-94.6244,OK,Mar,0,2015
40592,1.27,Lightning,31.4808,-81.7559,GA,May,0,2001
40593,3.0,Arson,39.44721439,-80.26375284,WV,Nov,0,1994
40594,13.0,Debris Burning,33.082522,-85.84400699999999,AL,Feb,0,2003
40595,106668.0,Utilities,35.42,-120.4227778,CA,Aug,10,1996
40598,1000.0,Lightning,40.7999,-113.7342,UT,Sep,1,1996
40599,25.0,Utilities,40.4171,-120.710411,CA,Jun,1,2006
40602,80.0,Arson,31.048317,-87.62388,AL,Mar,0,2007
40605,2.0,Arson,27.6283,-82.5276,FL,Jan,0,2011
40610,4.0,Arson,43.2483,-116.1592,ID,Jul,0,2011
40615,3.4,Lightning,28.9437,-81.15,FL,Mar,0,2013
40616,1.0,Lightning,35.80083333,-106.8175,NM,Aug,1,2000
40617,3.0,Arson,42.33527778,-112.1516667,ID,Jul,0,1999
40624,9.0,Accidental,38.55,-79.05,WV,Nov,0,2001
40628,787.0,Arson,31.0318,-82.23611111,GA,Mar,9,2007
40631,3.5,Lightning,37.0428,-112.8108,UT,Jun,0,2005
40633,3.29,Debris Burning,31.3618,-84.6964,GA,Jun,0,2000
40642,1.0,Accidental,47.8769,-94.9964,MN,Apr,0,2001
40644,2.0,Debris Burning,37.09558,-82.9614,KY,Apr,0,2010
40647,20.0,Debris Burning,38.0121,-82.57003,KY,Apr,0,2007
40648,2.0,Accidental,37.8992,-86.15073000000001,KY,Mar,0,2010
40650,1.0,Lightning,35.55833333,-105.45333329999998,NM,Jul,1,1997
40654,1.01,Debris Burning,33.007,-83.6481,GA,Apr,0,1997
40657,2.0,Debris Burning,33.293087,-81.334686,SC,Jun,0,2011
40662,3.0,Utilities,39.70495,-121.70288899999998,CA,Sep,0,2000
40663,2.66,Debris Burning,31.68490278,-82.37638889,GA,Oct,0,2015
40664,200.0,Arson,34.8817,-94.9683,OK,Apr,0,2011
40667,8.3,Debris Burning,30.67677783,-94.33058333,TX,Sep,0,2013
40668,0.68,Debris Burning,33.80955549,-85.1492571,GA,Feb,0,2011
40673,1.0,Lightning,44.3942,-103.4988,SD,Jul,0,1999
40679,5.0,Arson,47.8692,-94.9833,MN,Oct,0,2014
40683,3.0,Lightning,34.69381,-93.0947,AR,Jul,0,2012
40690,3.0,Arson,38.69376528,-82.07330667,WV,Apr,0,2004
40716,2.0,Arson,32.58279955,-88.91593264,MS,Oct,0,1998
40721,1.0,Arson,34.4334,-97.017,OK,May,0,1996
40722,50.0,Accidental,27.7263,-82.0131,FL,Jan,0,2012
40723,2.0,Debris Burning,33.743781,-86.630387,AL,Apr,0,2006
40728,1.22,Debris Burning,34.1902,-85.25299999999999,GA,Apr,0,1996
40733,4.0,Debris Burning,46.9844,-95.4303,MN,Sep,0,2003
40734,21.0,Arson,36.059783,-85.01884,TN,Mar,2,2009
40735,1.0,Accidental,36.023967,-89.31773000000001,TN,Aug,0,2007
40741,4.0,Arson,33.15263846,-89.15723437,MS,Dec,0,1994
40750,5.0,Debris Burning,31.6917,-91.1922,MS,Mar,0,2009
40752,1.0,Lightning,41.05333333,-122.56166670000002,CA,Sep,0,1994
40758,2.0,Utilities,36.1255,-94.80367,OK,Jul,0,2014
40759,2.0,Arson,31.195163,-88.048295,AL,Apr,0,2004
40765,1.0,Utilities,31.93646667,-94.97436667,TX,Aug,0,2011
40766,10.0,Utilities,36.06027778,-95.13111111,OK,Jul,0,2012
40767,1.0,Lightning,45.63416667,-114.9783333,ID,Aug,45,2000
40768,60.0,Debris Burning,34.8472,-96.7414,OK,Mar,2,2014
